Item Number,Item Description,CPT Code,Price
07753,PNEUMOCOCCAL IMMUNITY PANEL,86762,$100.00 
07754,IMIPRAMINE SERUM,80174,$54.00 
07755,APO E GENOTYPING,81401,$150.00 
07756,CYTOMEGALOVIRUS CULTURE,87252,$108.86 
07757,IMMUNOFIXATION(IFE)/ SPEP/FREE LIGHT CH,82784,$300.00 
07758,THYROID-STIMULATING IMMUNOGLOBULIN,84445,$300.00 
07759,THYROTROPIN RECEPTOR ANTIBODY,83520,$54.00 
07760,ALLERGEN PROFILE BASIC FOOD,86003,$490.00 
07761,"SALIVARY CORTISOL, MS",82533,$132.00 
07762,TYPE II COLLAGEN ANTIBODY,83520,$250.00 
07763,SEX BINDING HORMONE GLOBULIN,84270,$93.00 
07764,"AMIKACIN, SERUM PEAK",80150,$81.24 
07765,"ZINC, PLASMA OR SERUM",84630,$105.00 
07766,GRAM STAIN W SPUTUM CULTURE REFLEX,87205,$38.00 
07767,LACOSAMIDE,82542,$81.00 
07768,PSA SCR LABCORP,84153,$54.00 
07769,COBALT AND CHROMIUM WHOLE BLOOD,82495,$109.00 
07770,FRAGILE X SYNDROME WITH REFLEX,81243,$400.00 
07771,ANTIDIURETIC HORMONE,84588,$99.00 
07772,"3-EPI-VITAMIN D,25-HYDROXY",82306,$224.00 
07773,LYME DISEASE ABS TOTAL WITH REFLEX,86618,$66.67 
07774,UREA BREATH TEST LABCORP,83013,$144.73 
07775,STRIATIONAL  ANTIBODIES,86255,$123.00 
07776,ANTI-MULLERIAN HORMONE,82397,$99.00 
07777,PRO TIME/MISC,85610,$10.00 
07778,"CANNABINOID, SYNTHETIC URINE PROFILE",,$400.00 
07779,LEGIONELLA PNEUMOPHILIA URINE ANTIGEN,87449,$154.00 
07780,C 2 COMPLEMENT,86160,$65.50 
07781,"VITAMIN D, 25-HYDROXY(D2+D3 FRACT)",82306,$224.00 
07782,TRAMADOL SCREEN AND CONFIRMATION,,$60.00 
07784,COUMADIN VISIT MEDICAID PT,99211,$131.00 
07785,COTTONSEED ALLERGEN,86003,$100.00 
07786,SUNFLOWER SEED ALLERGEN,86003,$100.00 
07787,BNP LABCORP,83880,$54.00 
07788,"EGG, WHOLE  ALLERGEN IGE",86003,$100.00 
07789,MILK  ALLERGEN IGE,86003,$100.00 
07790,MUSTARD  ALLERGEN IGE,86003,$100.00 
07791,GAUCHER DISEASE ENZYME ANALYSIS,82963,$200.00 
07792,CYLEX IMMUNE ASSAY - IMMUKNOW,86352,$319.00 
07793,"HEREDITARY HEMOCHROMATOSIS, DNA",81256,$450.00 
07794,VORICONAZOLE,80299,$109.00 
07795,INSULIN LABCORP,83525,$123.00 
07796,LABCORP FREE T4,84439,$123.00 
07797,"NICOTINE AND METABOLITE, QUAN",80323,$200.00 
07800,AEROCHAMBER,,$40.00 
07801,ARTERIAL BLOOD DRAW,3660059,$44.00 
07802,AMINOPHYLLINE INJ UPTO 250MG,J0280,$4.00 
07808,INCENTIVE SPIROMETER,94150,$134.00 
07809,ROOM HUMIDIFIER,,$29.00 
07811,SPUTUM INDUCTION,94664,$96.00 
07812,SPUTUM ASPIRATION,,$35.00 
07817,CROUP TENT SET UP,,$69.00 
07818,ADD CANOPIES,,$38.00 
07822,RESUSITATION (CPR),92950,$575.00 
07823,ARTERIAL BLD GAS,82803,$147.50 
07824,BLOOD GAS TRAY,,$49.00 
07825,ADD CANNULA,,$20.00 
07827,CHEST PT INITIAL (MANIP TO FAC FUNC),94667,$96.00 
07830,INITIAL VENTILATION MGMT,94002,$694.00 
07831,BREATHING TREATMENT,94640,$96.00 
07832,BREATHING TX CIRCUIT,,$29.00 
07833,HEATER,,$40.00 
07834,O2 NEBULIZER,94640,$24.00 
07835,VENTILATION MGMT SUBSEQUENT DAYS,94003,$694.00 
07836,CHEST PT SUBSEQUENT(MANIP TO FAC FUNC),94668,$96.00 
07837,O2 SAT MULTIPLE (MEAS BLOOD OXY LEVEL),94761,$78.00 
07838,O2 SAT CONTINUOUS (MEAS BLOOD OXY LEVEL),94762,$111.00 
07839,ER CPAP INITIATION AND MGMT,9466059,$425.00 
07840,BASIC PFT WITH MEDS,94060,$331.00 
07841,ER INTUBATION,31500,$575.00 
07848,OXYHOOD,,$35.00 
07850,OXYGEN 0-4 HOURS,,$75.00 
07851,OXYGEN 4-8 HRS,,$90.00 
07852,OXYGEN 8-12 HRS,,$112.00 
07853,OXYGEN 12-16 HRS,,$129.00 
07854,OXYGEN 16-20 HRS,,$143.00 
07855,OXYGEN 20-24 HRS,,$201.00 
07856,OXYGEN ROUTINE,94680,$198.00 
07857,ADDIPAK EACH,,$8.00 
07858,AEROSOL FACE TENT,,$20.00 
07859,AEROSOL MASK,,$20.00 
07860,AEROSOL TEE,,$13.00 
07863,DISP OXYGEN HUMIDIFIER,,$25.00 
07864,ENDOTRACHEAL TUBE,,$20.00 
07865,LG BORE TUBING,,$25.00 
07866,MUCOMYST PER ML,J7608,$4.00 
07867,NASAL CANNULA,,$13.00 
07869,OXYGEN FACE MASK,,$20.00 
07870,OXYGEN SUPP TUBING,,$9.00 
07871,SMPL OXY FACE MSK,,$20.00 
07872,PULSE OXIMETRY/ER,,$37.00 
07873,STERILE WATER,,$4.00 
07874,SUCTION KIT,,$69.00 
07875,OXYGEN FACE MASK PED NON REBREATHER,,$5.00 
07876,VENTURI OXYGEN MSK,,$13.00 
07879,PEAK FLOW METER,,$24.00 
07880,BROVANA 2ML VIAL UNIT DOSE,,$14.00 
07888,PORT COMPRESSOR,,$35.00 
07889,BASIC PFT (PT NO MEDS),94010,$198.00 
07890,BASIC SPIRO PRE & P,94060,$331.00 
07891,PULMONARY SCREEN (FOR EMPLOYER),94010,$70.00 
07900,BB CROSS MATCH,86920,$123.10 
07901,BB ABO TYPE (ORDER ME!),86900,$40.61 
07902,BB CX CHARGE ONLY,86920,$52.00 
07903,BB CROSSMATCH ADDITIONAL,86922,$91.00 
07905,BB INDIRECT COOMBS,,$27.00 
07906,BB ABO/RH,,$65.00 
07907,BB TYPE & SCREEN,,$100.00 
07913,COLD AGGLUTININS,86156,$53.00 
07914,FSH,83001,$90.00 
07915,PHLEBOTOMY THERAPEUTIC,99195,$240.00 
07918,BLOOD FEE PER UNIT,P9016,$700.00 
07921,DEGLYCER RED CELL,P9039,$237.00 
07922,FROZ RED CELL,,$132.00 
07923,RED CELL TRIPLE B,,$97.00 
07924,BB PLT CONCENTR,P9019,"$2,112.00 "
07927,CRYOPRECIPITATE,P9012,$153.00 
07930,GRANULOCYTED PLAT,,$569.00 
07933,5% SER ALBUM 250,,$252.00 
07934,5% DER ALBUM 500M,,$105.00 
07936,IMMUNOGLOBULINS QUANTITATIVE,82784,$50.00 
07937,GIARDIA EIA; OVA AND PARASITE,87329,$133.00 
07938,CULTURE URINE (ORDER ME/SO,87086,$61.77 
07940,URINE SPEC COLLECTION(SEND OUT),99001,$26.00 
07990,ELUTION,86860,$80.00 
07999,PULMONARY SCREEN/FMC,94010,$393.00 
08000,TELEMETRY,,$195.00 
08019,OP REMOVAL LESIONS 1-14,10060,$633.00 
08031,HEART MONITOR,,$27.00 
08032,EXT PACEMAKER/PADS (HOLTER MONITOR),93225,$237.00 
08033,BLOOD PRESSURE MONITOR,,$27.00 
08034,DATA SCOPE MONITOR,,$99.00 
08035,APNEA MONITOR,,$198.00 
08036,BONE WAX,,$27.00 
08048,ER CRITICAL CARE EA ADDL 30 MINS,9929225,$298.00 
08049,ER CRITICAL CARE 30-74 MINS,9929125,"$2,428.00 "
08050,EMERGENCY ROOM/LEVEL 1,99281,$190.00 
08051,EMERGENCY ROOM/ LEVEL 2,9928225,$310.00 
08052,EMERGENCY ROOM LEVEL 5,9928525,"$1,032.00 "
08053,EMERGENCY ROOM/ LEVEL 3,9928325,$492.00 
08054,EMERGENCY ROOM LEVEL 4,9928425,$698.00 
08066,OBSERVATION HOURLY CHARGE 14-15 HOURS,,$2.00 
08100,DIRECT ADM OBS,G037925,$96.00 
08101,OBS HRS MCARE,G0378,$12.00 
08108,OBS 8 HRS MCARE,G037825,$96.00 
08109,OBS 9 HRS MCARE,G037825,$108.00 
08110,OBS 10 HRS MCARE,G037825,$120.00 
08111,OBS 11 HRS MCARE,G037825,$132.00 
08112,OBS 12 HRS MCARE,G037825,$144.00 
08113,OBS 13 HRS MCARE,G037825,$156.00 
08114,OBS 14 HRS MCARE,G037825,$168.00 
08115,OBS 15 HRS MCARE,G037825,$180.00 
08116,OBS 16 HRS MCARE,G037825,$192.00 
08117,OBS 17 HRS MCARE,G037825,$204.00 
08118,OBS 18 HRS MCARE,G037825,$216.00 
08119,OBS 19 HRS,G037825,$228.00 
08120,OBS 20 HRS MCARE,G037825,$240.00 
08121,OBS 21 HRS MCARE,G037825,$252.00 
08122,OBS 22 HRS MCARE,G037825,$264.00 
08124,OBS 24 HRS MCARE,G037825,$288.00 
08144,ABDUCTOR PILLOW,,$45.00 
08200,PT EVALUATION PARTIAL 1,,$43.00 
08201,PT HOT PACK,,$40.00 
08202,PT HOT PACK 2,,$40.00 
08204,PT TRACTION/ DEPT,,$10.00 
08209,PT GAIT TRININNG/1-15 MINS,,$24.00 
08212,PT TENS EVALUATION,,$59.00 
08218,PT ULTRASOUNG,,$39.00 
08219,PT MASSAGE,,$59.00 
08220,PT PARAFFIN BATH,,$27.00 
08221,PT TRACTION MECH,,$59.00 
08227,PT CASH BRACE,,$239.00 
08228,PT CORSET,,$158.00 
08229,PT COLD PACK 1,,$40.00 
08230,PT COLD PACK 2,,$40.00 
08231,PT ELEC STIMULATION,,$59.00 
08232,PT WHIRLPOOL LARGE,,$73.00 
08233,PT BURN WHIRLPOOL,,$73.00 
08234,PT FUNCTIONAL ACTIVITY,,$24.00 
08235,PT IONTOPHORESIS,,$59.00 
08236,PT PROSTHETIC TRAIN,,$24.00 
08237,PT EVALUATION PARTIAL 2,,$60.00 
08238,PT EVALUATION COMP,,$79.00 
08240,PT EXERCISE/31-45 MINS,,$24.00 
08242,PT ADD 15 MINUTES M,,$33.00 
08243,PT ELECTRICAL STIM,,$59.00 
08244,PT DIATHERMY G,,$40.00 
08245,PT EXERCISE/1-15 MINS,,$87.00 
08246,PT EXERCISE/16-30 MINS,,$87.00 
08247,PT FUNCTIONAL ACT 12,,$87.00 
08248,PT FUNCTIONAL ACT 13,,$87.00 
08249,PT GAIT TRAINING/16-30,,$73.00 
08250,PT GAIT TRAINING/31-45,,$73.00 
08251,PT IONTOPHORESIS L2,,$59.00 
08252,PT ICE MASSAGE,,$59.00 
08253,PT PROSTHETIC TRN N2,,$48.00 
08254,PT PROSTHETIC TR N3,,$73.00 
08255,PT ULTRASOUND,,$53.00 
08257,PT ADL,,$67.00 
08258,PT ACT DLY LIVING P3,,$70.00 
08259,PT MMT (HAND),,$30.00 
08260,PT MMT (EXT OR TRUNK),,$59.00 
08261,PT MMT (TOT BBY W/O H),,$59.00 
08262,PT MMT (TOT BDY W HAND,,$118.00 
08263,PT ROMT (HAND),,$30.00 
08264,PT ROMT (1 EXT/TRUNK),,$48.00 
08265,PT ROMT (ALL EX WO HA),,$73.00 
08266,PT ROMT (ALL EX W HAN,,$73.00 
08267,PT TI PHY THER OTHER,,$15.00 
08268,PT T2 PHY THER OTHER,,$53.00 
08269,PT TX SETUP CERVICAL,,$79.00 
08270,PT TX SETUP LUMBAR,,$79.00 
08271,PT DRESSING/DEBRIDEMENT,,$79.00 
08272,PT CALL BACK/PHY THERAPY,,$27.00 
08273,PT SPLINTS/FUNCTIONAL POSITION,,$125.00 
08305,LACTOFERRIN FECAL QUANTITATIVE,83631,$126.00 
08306,BONE WHOLE BODY,,$752.00 
08307,CT UPPER EXT W/CONTRAST,73201TC,"$2,286.00 "
08309,CT LOWER EXT WO LEFT,73700TCLT,"$2,286.00 "
08310,CT LOWER EXT W/WO RIGHT,73702TCRT,"$2,286.00 "
08311,XRAY CHEST STEREO;FRONTAL,71015TC,$161.00 
08312,US ECHO LMTD/FU       L,93308TC,$918.00 
08313,DOPPLER ECHO HEART,93321TC,$229.00 
08314,US DOPP ART CEREBRO UNILATERAL STUDY,93882TC,$551.00 
08315,"XRAY EXAM THROAT (PHARYNX,CER ESOPHOGUS)",74210TC,$316.00 
08316,CT LOWER EXT WO RIGHT,73700TCRT,"$2,286.00 "
08472,MUGA SCAN,,"$1,104.00 "
08701,FOREIGN BODY REM FOOT SUBCUTANEOUS,28190,"$1,966.00 "
08702,FOREIGN BODY REMOVAL CORNEEA W SLIT,65222,$222.00 
08703,FOREIGN BODY REM-EYE SUPERFICIAL,65205,$222.00 
08704,ER BLOOD TRANSFUSION SERVICE,36430,"$1,198.00 "
08705,CARDIAC MONITOR-1CG 1-3 LEADS-TRACING ON,9304191,$52.00 
08706,INSERT VENOUS CATHETHER-CENTRAL-AGE>5,3655659,"$2,631.00 "
08707,CONTROL NOSEBLEED POSTERIOR INITIAL,30905,$264.00 
08708,CONTROL NOSELBLEED COMPLEX-ANTERIOR,30903,$264.00 
08709,CONTROL NOSELBLEED SIMPLE-ANTERIOR,30901,$264.00 
08710,DEBRIDEMENT PARTIAL INITIAL 20 SQ CM,97597,$361.00 
08711,ER INCISION / DRAINAGE SIMPLE-SUBCU,10060,$267.00 
08712,INJECTION SEQ IV PUSH NEW DRUG,96375,$130.00 
08713,INJECTION IV PUSH INITIAL DRUG/SUBSTANCE,96374,$130.00 
08716,CT UPPER EXT W/WO LEFT,73202TCLT,"$2,286.00 "
08719,INJECTION INTRA-ARTERIAL,96373,$130.00 
08720,FOREIGN BODY EAR CANAL (NO ANESTHESIA),69200,$154.00 
08721,FOREIGN BODY NOSE(NO ANESTHESIA),30300,$154.00 
08722,TETANUS(TD over 65),90715,$75.00 
08723,FOREIGN BODY NOSE-W GEN ANESTHESIA,30310,$93.00 
08724,FB REMOVAL W INCISION-SUBCU-SIMPLE,10120,$649.00 
08727,APPLY SPLINT LOWER LEG,29515,$258.00 
08728,APPLY SPLINT LONG LEG,29505,$258.00 
08729,APPLY SPLINT FOREMARM,29125,$258.00 
08730,APPLY SPLINT FINGER-DYNAMIC,29131,$258.00 
08731,APPLY STRAPPING TO ANKLE OR FOOT,29540,$258.00 
08732,STRAPPING ARM-ELBOW;WRIST,29260,$258.00 
08733,TREAT ANKLE DISLOCATION,27840,$307.00 
08734,TREAT LOWER LEG DISLOCATION,27830,$380.00 
08735,TREAT LOWER LEG FRACTURE,27824,$380.00 
08736,TREAT TOE DISLOCATION,28660,$380.00 
08737,TREAT ANKLE FRACTURE/MEDIAL,27760,$380.00 
08738,TREAT ANKLE FRACTURE/ARTICULAR,27786,$380.00 
08739,TREAT ANKLE FRACTURE/BIMALLEOLAR WO MANI,27808,$380.00 
08740,TREAT ANKLE FRACTURE/BIMALLEOLAR W MANIP,27810,$307.00 
08741,TREAT FIBULA FRACTURE,27780,$380.00 
08742,TR TIBIA FRAC CLOSED NO MANIP,27750,$380.00 
08743,TREAT TOE FRACTURE,28510,$380.00 
08745,"LAC REPAIR-SIMPLE<2.5CM-SCALP,NK,AX,TRK,",12001,$312.00 
08746,"OP LAC REP-SIMP 2.6-7.5 SCLP,NK,AX,TR,EX",12002,$312.00 
08747,"LAC REP-SIMP 7.6-12.5-SCLP,NK,AX,TRNK,EX",12004,$312.00 
08748,"LAC REP-SIMP<2.5-FACE,EAR,EYELID,NOSE,LI",12011,$312.00 
08749,"LAC REP-SIMP2.5-5.O-FAC,EAR,LID,NOSE,LIP",12013,$312.00 
08750,"LAC REP5.1-7.5SIMP-FAC,EAR,LID,NOSE,LIP",12014,$312.00 
08751,"LAC REP-SIMP-7.6-12.5 FACE,EAR,NOSE,LIP",12015,$312.00 
08752,"LAC REP-INT-<2.5 CM-SCLP,NK,AX,TRNK,EXT",12031,$312.00 
08753,"LAC REP-INT-2.6-7.5SCLP,NK,AX,TRNK,EXT",12032,$312.00 
08754,"LAC REP-INT-7.6-12.5SCLP,NK,AX,TRNK,EXT",12034,$312.00 
08755,"LAC REP-INT-12.6-20SCLP,NK,AX,TRNK,EXT",12035,$312.00 
08756,"LAC REP-INT-12.6-20NK,HANDS,FEET,GENITAL",12041,$312.00 
08757,"LAC REP-INT-2.6-7.5NK,HANDS,FEET,GENITAL",12042,$312.00 
08758,"LAC REP-INT-7.6-12.NK,HANDS,FEET,GENITAL",12044,$312.00 
08759,"LAC REP-INT-<2.5FACE,EAR,LID,NOSE,LIP",12051,$312.00 
08760,"LAC REP-INT-2.6-7.5FACE,EAR,LID,NOSE,LIP",12052,$312.00 
08761,"LAC REP-INT-5.1-7.5FACE,EAR,LID,NOS,LP",12053,$312.00 
08762,"LAC REP-COMP 1.1-2.5 SCALP,ARMS,LEGS",13120,$818.00 
08763,"LAC REP-COMP 2.6-7.5 SCALP,ARMS,LEGS",13121,$818.00 
08764,"LAC REP-COMP-1.1-2.5 HANDS,FEET",13131,$818.00 
08765,"LAC REP-COMP-2.6-7.5 HANDS,FEET",13132,$818.00 
08768,BLOOD ADMIN. FEE,36430,$707.20 
08769,"LAC REP ER SIM EAR,LID,NOS,LIP12.6-20CM",12016,$312.00 
08770,"LAC REP ER SIM EAR,LID,NOS,LIP20.1-30CM",12017,$312.00 
08771,"LAC REP ER SIM EAR,LID,NOS,LIP>30 CM",12018,$312.00 
08772,ER CLSD TX KNEE DISLOC WO ANES,27550,$380.00 
08773,ER CLSD TX RAD/INT-CARPAL DISLOC MANIP,25660,$380.00 
08774,OP CLSD TX RAD/INT-CARPAL DISLOC MANIP,25660,$380.00 
08775,IV INFUSION-  PIGGY BACK CONC INFUSION,96368,$143.00 
08777,REMOVAL OF CENT LINE W/O PORT,36589,"$1,093.00 "
08778,EXC LESION 1.1-2.0 CM,11402,"$1,064.00 "
08779,DEBRIDEMENT TISSUE/MUSCLE,11043,$649.00 
08780,INJ THERAPY TENDON SHEATH,20550,$591.00 
08781,"INJ THERAPY CARPAL TUNNEL (ANES,STEROID,",20526,$591.00 
08782,DRESS/DEBR BURN LARGE (>10%)MULT EXTREM,16030,$361.00 
08783,DRESS/DEBR BURN MEDIUM AREA (5-10%),16025,$361.00 
08784,TREAT BURN INITIAL-LOCAL TX ONLY,16000,$197.00 
08785,REMOVE NAIL BED/FINGERTIP,11752,"$5,195.00 "
08786,DRAIN NAIL-SUBUNGAL HEMATOMA,11740,$99.00 
08787,"REMOVE NAIL-EA ADDL;PART/COMPLETE,SIMPLE",11732,$197.00 
08788,"REMOVE NAIL PLATE,PART OR COMP,SIMPL,SIN",11730,$197.00 
08790,DEBRIDE NAILS 6 OR MORE-ANY METHOD,11721,$197.00 
08791,DEBRIDE NAIL ANY METHOD 1-5,11720,$197.00 
08792,DEBRIDEMENT SKIN AND SUBCUT TISSUE,11042,$649.00 
08793,INC/DRAIN COMPLEX POST-OP WOUND INFECTN,10180,"$4,611.00 "
08794,"PUNC/ASPIRATE ABSCESS,HEMATOMA,BULLA,CYS",10160,$336.00 
08795,ER INC/DRAINAGE OF HEMOATOMA COMPLCATED,10140,"$2,995.00 "
08796,INC/REMOVE FOREIGN BODY-SUBCU-COMPLICATE,10121,"$3,781.00 "
08797,INC/REM FB- FOOT SUBCU,28190,"$1,964.00 "
08798,INCISION/DRAINAGE PILONIDAL CYST     S,10080,$336.00 
08799,APPLY STRAPPING TO KNEE,29530,$258.00 
08803,FOREIGN BODY REM-CORNEA WO LAMP SLIT,65220,$222.00 
08804,"INT REP 20.1-30 SCLP,NK,AX,TRNK,EXTR",12036,$818.00 
08805,"LAYER CLOSURE>30CM SCLP,AXIL,TRK,ARM,LEG",12037,$818.00 
08806,TRIGGER PT INJ 1/2 MUSCLES,20552,$591.00 
08807,TRIGGER PT INJ =/>3 MUSCL,20553,$591.00 
08809,INC OF HEMORRHOID;EXT,46083,$445.00 
08810,"LAC REP-INT-7.6-12.5FACE,EAR,LID,NOS,LP",12054,$312.00 
08811,"LAC REP-INT-12.6-20FACE,EAR,LID,NOS,LP",12055,$818.00 
08812,"LAC REP-INT 1.1-2.5HANDS,FEET",13131,$818.00 
08813,"LAC REP-INT 2.6-7.5HANDS,FEET",13132,$818.00 
08814,LAC REP-COMP-FACE <1.0,12011,"$1,054.00 "
08815,LAC REP-COMP-FACE 1.1-2.5,13151,"$1,054.00 "
08816,LAC REP-COMP-FACE 2.6-7.5,13152,"$1,054.00 "
08817,LAC REP-COMP-TRUNK-1.1-2.5,13100,"$1,054.00 "
08818,LAC REP-COMP-TRUNK-2.6-7.5,13101,"$1,054.00 "
08821,INS TUNNELED CENT VENOUS CATH WO PORT,36558,"$5,925.00 "
08822,REPLACE CENTRAL LINE W PORT,36578,"$5,925.00 "
08823,I/D PERINEAL ABSCESS ER,56405,$714.00 
08824,IV PUMP DRUG UP TO 1HOUR,96365,$463.00 
08825,DEBRIDMENT/DRESS CHG;NONSEL;WO ANES,97602,$197.00 
08826,INJECTION-INTRAMUSCULAR,96372,$90.00 
08827,IV HYDRATION UP TO 1HR,96360,$265.00 
08828,CLEAN PORT ONLY-IF NO INJECT OR INFUSION,96523,$144.00 
08829,INSERT URINARY CATHETER-FOLEY,5170259,$154.00 
08830,INSERT URINARY CATHETER-STRAIGHT,51701,$154.00 
08831,IRRIGATION OF BLADDER BY CATH,51700,$445.00 
08832,INJ VACC ADMIN INITIAL,90471,$90.00 
08833,INJ VACCINE ADMIN EA ADDL,90472,$90.00 
08834,IV PUMP DRUG EA ADD HR 2-8,96366,$90.00 
08835,IV HYDRATION EACH ADDL HOUR,96361,$90.00 
08836,IV DRUG INF ADDL SEQ DRUG UP TO 1 HR,96367,$130.00 
08837,LUMBAR PUNC DIAGNOSTIC,62270,$868.00 
08838,ER I/D W COMPLICATION  (IE PACKING),10061,$336.00 
08839,TREAT DISLOC FOOT-TARSAL BONE,28540,$380.00 
08840,TREAT DISLOC FOOT-TARSOMETATARSAL JOINT,28600,$380.00 
08841,TREAT DISLC TOE,28630,$380.00 
08842,ER PAIR DOWN CORN/CALLUS LESION,11055,$197.00 
08843,"OPLAC REP-SIM20.1-30.0-SCLP,NK,AX,TRK,EX",12006,$312.00 
08844,"ER LAC REP-SIM20.1-30.0-SCP,NK,AX,TRK,EX",12006,$312.00 
08845,PERICARDIOCENTESIS ER,33010,"$1,269.00 "
08846,PERICARDIOCENTESIS OP,33010,"$1,269.00 "
08847,OP INSERT CHEST TUBE W WET SEAL,32551,"$1,269.00 "
08848,ER INSERT CHEST TUBE W WET SEAL,32551,"$1,269.00 "
08859,NEG PRESS WOUND TX </=50 CM,97605,$177.00 
08860,ER I/D SCROTAL WALL ABSCESS,55100,"$2,496.00 "
08861,ACCESS START,36000,$90.00 
08862,CHEMO IV INFUSION 1 HR,96413,$969.00 
08863,CHEMO IV INF EA ADDL HOUR,96415,$262.00 
08864,INJECTION INTRAMUSC-MEDICAID,96372,$90.00 
08869,ER PHY INSERT NG TUBE FOR ASPIRATION,4375326,$125.00 
08978,MRI CONTRAST 1ML GADOLINIUM BASED,A9579,$5.78 
08979,CT ISOVUE 1 ML CONTR MATERIAL IODINE BAS,Q9967,$1.14 
08980,"ER LAC REP-SIMP 2.6-7.5 SCLP,NK,AX,TR,EX",12002,$312.00 
08981,OP EXC OF HEMORRHOID;EXT COMPLETE,46250,"$5,505.00 "
08988,MESH IMPLANTABLE,C1781,$125.00 
08989,ER TX ANKL FX W MANIP TRIMALLEOLAR,27818,"$1,462.00 "
08990,OP TX ANKLE FXW MANIP TRIMALLEOLAR,27818,"$1,462.00 "
08998,PICC LINE INTRODUCER,C1894,$148.00 
08999,PICC LINE CATHETER,C1751,$148.00 
09100,VENOUS BLOOD GAS,82805,$44.00 
09200,PT SEL DEBRIDEMENT>20,97598,$361.00 
09201,PT HYDROCULATOR,97010,$42.00 
09202,PT BUCKS TRACTION,9701259,$42.00 
09204,PT ULTRASOUND,97035,$103.00 
09207,PT ELECTRICAL STIM,,$48.00 
09208,PT BURN WHIRLPOOL,97022,$79.00 
09209,PT GAIT TRAINING(16-30MIN),97116,$83.00 
09210,PT THER. EXERCISE(1-15MIN),97110,$94.00 
09211,PT TENS EVALUATION,,$22.00 
09213,PT TENS TREATMENT,64550,$32.00 
09214,PT TENS POST OP,,$55.00 
09215,PT ORTHOTIC FITTING,,$17.00 
09217,PT CRUTCH TRAINING,97116,$83.00 
09219,PT MASSAGE,97124,$42.00 
09220,PT PARAFFIN BATH,9701859,$48.00 
09221,PT TRACTION(DEPT),9701259,$48.00 
09223,PT CERVICAL TRACTION(ROOM),9701259,$42.00 
09225,PT CONTRAST BATH,97034,$62.00 
09226,PT ICE MASSAGE,97010,$42.00 
09229,PT COLD PACK,97010,$12.00 
09231,ER DEBRIDEMENT SKIN FULL THICKNESS,97597,$361.00 
09232,DRESS/DEBRIDE BURN PART.THICK.<5% BODY,16020,$361.00 
09233,PT PHYSICAL PERFORMABCE TEST EA 15 MIN,97750,$42.00 
09234,PT IONTOPHORESIS,97033,$70.00 
09235,PT JOBST COMPRESSION,97016,$48.00 
09236,PT JOBST MEASUREMT(16-30MIN),97139,$50.00 
09237,PT JOBST MEASUREMT(31-45MIN),97139,$78.00 
09238,PT JOBST MEASUREMT(1-15MIN),97139,$42.00 
09240,PT OVERHEAD TRAPEZE,,$27.00 
09241,PT PELVIC TRACTION(ROOM),9701259,$42.00 
09242,PT PHONOPHORESIS,,$55.00 
09243,PT EXERCISE(31-45MIN),,$78.00 
09244,PT EXERCISE(16-30MIN),,$55.00 
09245,PT GAIT TRAINING (1-15MIN),97116,$83.00 
09246,PT GAIT TRAINING(31-45MIN),,$70.00 
09247,PT HOME PROGRAM,97139,$42.00 
09248,PT WHIRLPOOL,97022,$48.00 
09249,PT SET UP FEE,,$35.00 
09251,MANUAL THERAPY TECH,97140,$88.00 
09252,PT WALKER,,$35.00 
09255,PT FUNCTIONAL ACTIVITY,9753059,$103.00 
09261,PT KINETIC ACTIVITY,9753059,$103.00 
09262,PT EVAL LOW,97161,$231.00 
09263,PT RE-EVAL,9716459,$156.00 
09264,PT PHYSICAL PERF TEST EA 15 MIN,97750,$32.00 
09265,PT THERAPEUTIC EXERCISE,97110,$94.00 
09266,PT THERAPEUTIC ACTIVITY,9753059,$103.00 
09267,PT GAIT TRAINING,97116,$59.00 
09268,PT NEUROMUSCULAR RE-ED,97112,$98.00 
09269,PT PROSTHETIC TRAINING,97761,$45.00 
09270,PT ORTHOTIC/PROSTHETIC CHECK,96373,$24.00 
09271,PT ORTHOTIC FITTING & TRAINING,97760,$45.00 
09272,PT W/C MANAGEMENT,97542,$35.00 
09273,PT SELF CARE MANAGEMENT,97535,$34.00 
09274,PT MASSAGE,97124,$77.00 
09275,E-STIM,97014,$31.00 
09276,"PT PARAFFIN BATH, SUPERVISED",9701859,$33.00 
09277,"PT ULTRA SOUND, CONSTANT ATTEND",97035,$103.00 
09278,PT SELECTIVE DEBRIDE INITIAL 20 SQCM/<,97597,$61.00 
09279,PT NON-SELECTIVE DEBRIDEMENT,97602,$45.00 
09281,PT HOT/COLD PACKS,97010,$45.00 
09282,PT POST BOOT APPLICATION,29580,$258.00 
09283,OT EVAL LOW,97165,$231.00 
09284,OT RE-EVAL,9716859,$174.00 
09285,OT PHYSICAL PERF TEST EA 15 MIN,97750,$32.00 
09286,OT THERAPEUTIC  EXERCISE,97110,$94.00 
09287,OT THERAPEUTIC ACTIVITY,9753059,$103.00 
09288,OT ORTHOTIC/PROSTHETIC CHECK,96373,$24.00 
09289,OT ORTHOTIC FITTING AND TRAINING,97760,$45.00 
09290,OT PROSTHETIC TRAINING,97761,$45.00 
09291,OT SELF CARE MANAGEMENT,97535,$70.00 
09292,OT GROUP THERAPY,97150,$40.00 
09293,OT NEUROMUSCULAR RE-ED,97112,$98.00 
09294,"OT PARAFFIN BATH, SUPERVISED",9701859,$33.00 
