CDM Item Number,Revenue Code,Service ID,Service Description,Gross Charge,Discounted Cash Price,Minimum Negotiated Charge,Maximum Negotiated Charge,Payer Negotiated Charge: BCBS of AL,Payer Negotiated Charge: Cigna ,Payer Negotiated Charge: Cigna Medicare Adv,Payer Negotiated Charge: Simpra Advantage Inc MCR Adv (Plan: All),Payer Negotiated Charge: Tricare ,Payer Negotiated Charge: United Healthcare,Payer Negotiated Charge: VIVA,
7927171,636,,.RITALIN (METHYLPHENIDATE) 10MG TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7927189,636,,.RITALIN (METHYLPHENIDATE) 5MG TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7920408,636,,.ROBAXIN (METHOCARBAMOL): 1 GM INJ,17,8.5,6.29,8.5,6.29,7.99,6.8,6.8,7.99,7.99,6.8,
7921257,636,,.ROBAXIN (METHOCARBAMOL): 750 MG TAB,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7938976,636,,.ROBITUSSIN (GUAIFENSIN): 200 MG TAB,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7932244,636,,.ROBITUSSIN AC SYRUP (GUAIFENESIN/COD),3,1.5,1.11,1.5,1.11,1.41,1.2,1.2,1.41,1.41,1.2,
7938840,636,,.ROBITUSSIN AC UD (GUAIFENESIN/COD) SYR,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7939165,636,,.ROBITUSSIN HC (GUAIF/HYDROCO)100/5 MG/5,3,1.5,1.11,1.5,1.11,1.41,1.2,1.2,1.41,1.41,1.2,
7928781,636,,.RONDEC DM (CARDEC DM) DROPS,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7922776,636,,.RONDEC DM (CARDEC DM) LIQ,1,0.5,0.37,0.5,0.37,0.47,0.4,0.4,0.47,0.47,0.4,
7932619,636,,.RONDEC PLAIN DROPS,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7938360,636,,.RONDEC PLAIN: (CARDEC) LIQUID,1,0.5,0.37,0.5,0.37,0.47,0.4,0.4,0.47,0.47,0.4,
7931603,636,,.ROWASA SUSP ENEMA      *,44,22,16.28,22,16.28,20.68,17.6,17.6,20.68,20.68,17.6,
7932679,636,,.ROXICODONE (OXYCODONE HYDRO): 5 MG/5 ML,3,1.5,1.11,1.5,1.11,1.41,1.2,1.2,1.41,1.41,1.2,
7928195,636,,.RYNATAN (R-TANNAMINE) TAB,7,3.5,2.59,3.5,2.59,3.29,2.8,2.8,3.29,3.29,2.8,
7928187,636,,.RYNATAN (R-TANNATE) PED SUSPENSION,3,1.5,1.11,1.5,1.11,1.41,1.2,1.2,1.41,1.41,1.2,
7938513,636,,.RYTHMOL (PROPAFENONE): 225 MG TAB  *,8,4,2.96,4,2.96,3.76,3.2,3.2,3.76,3.76,3.2,
7927247,636,,.SANSERT 2MG TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7932408,636,,.SANTYL (COLLAGENASE) OINT 15GM,108,54,39.96,54,39.96,50.76,43.2,43.2,50.76,50.76,43.2,
7931987,636,,.SARNA LOTION,29,14.5,10.73,14.5,10.73,13.63,11.6,11.6,13.63,13.63,11.6,
7924467,636,,.SEDAPAP TAB (BUTALBITAL/APAP),4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7938836,636,,.SELENIUM 40 MCG/ML 10 ML VIAL,17,8.5,6.29,8.5,6.29,7.99,6.8,6.8,7.99,7.99,6.8,
7932449,636,,.SENOKOT XTRA TAB,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7923220,636,,.SERAX (OXAPAM)): 30 MG CAP,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7938986,636,,.SERAX (OXAZEPAM): 10 MG CAP,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7920580,636,,.SERAX (OXAZEPAM): 15 MG CAP,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7932106,636,,.SEREVENT (SALMETEROL) INHALER 60 DOSE,180,90,66.6,90,66.6,84.6,72,72,84.6,84.6,72,
7932347,636,,.SEREVENT INHAL 200 DOSE,181,90.5,66.97,90.5,66.97,85.07,72.4,72.4,85.07,85.07,72.4,
7932451,636,,.SERZONE: 150 MG TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7939000,636,,.SERZONE: 50 MG TAB,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7923394,636,,.SINEMET 25/250 (CARBIDOPA & LEVODOPA),5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7925803,636,,.SINEQUAN (DOXEPIN): 10 MG CAP,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7939196,636,,.SINEQUAN (DOXEPIN): 50 MG CAP,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7932829,636,,.SKELAXIN (METAXALONE): 400 MG TAB *,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7938523,636,,.SLO BID  (THEO SR): 100 MG CAP,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7932550,636,,.SLO BID  (THEO SR): 125 MG CAP,3,1.5,1.11,1.5,1.11,1.41,1.2,1.2,1.41,1.41,1.2,
7938529,636,,.SLO MAG (MAGNESIUM CHLORIDE),4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7922826,636,,.SLO PHYLLIN (THEOPHYLLINE) 80 MG/15 ML,3,1.5,1.11,1.5,1.11,1.41,1.2,1.2,1.41,1.41,1.2,
7925969,636,,.SLOW FE,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7932314,636,,.SOD ACETATE INJ 2 MEQ/ML,18,9,6.66,9,6.66,8.46,7.2,7.2,8.46,8.46,7.2,
7940005,636,,.SOD BICARBONATE 4.2% 5 ML VIAL,17,8.5,6.29,8.5,6.29,7.99,6.8,6.8,7.99,7.99,6.8,
7929144,636,,.SOD SULAMYD (SULFACETAMIDE) 10% OPTH O,68,34,25.16,34,25.16,31.96,27.2,27.2,31.96,31.96,27.2,
7932435,636,,.SOMA (CARISOPRODOL) BULK: 350 MG,10,5,3.7,5,3.7,4.7,4,4,4.7,4.7,4,
7939097,636,,.SONATA (ZALEPLON): 10 MG CAP,11,5.5,4.07,5.5,4.07,5.17,4.4,4.4,5.17,5.17,4.4,
7938999,636,,.SONATA (ZALEPLON): 5MG TAB,9,4.5,3.33,4.5,3.33,4.23,3.6,3.6,4.23,4.23,3.6,
7938312,636,,.SORBITOL 70% 60 ML *SM*,10,5,3.7,5,3.7,4.7,4,4,4.7,4.7,4,
7929078,636,,.SOTRADECOL 3% INJ,60,30,22.2,30,22.2,28.2,24,24,28.2,28.2,24,
7928534,636,,.SPARINE 25MG TAB*,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7938555,636,,.SPECTAZOLE 1% CREAM  15 GM,54,27,19.98,27,19.98,25.38,21.6,21.6,25.38,25.38,21.6,
7940064,636,,.SPRINTEC 0.50 MG/0.035 MG TAB,37,18.5,13.69,18.5,13.69,17.39,14.8,14.8,17.39,17.39,14.8,
7932552,636,,.STADOL NS SPRAY,128,64,47.36,64,47.36,60.16,51.2,51.2,60.16,60.16,51.2,
7938792,636,,.STARLIX (NATEGLINIDE) 120 MG TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7938948,636,,.STELAZINE (TRIFLUOPERAZINE): 5 MG TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7938992,636,,.SUBDUE LIQUID,41,20.5,15.17,20.5,15.17,19.27,16.4,16.4,19.27,19.27,16.4,
7939125,636,,.SUDAFED (PSEUDOEPHEDRINE): 60 MG TAB,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7932161,636,,.SUDAFED 12HR CAPLET,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7928815,636,,.SUDAFED 30MG TAB,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7928807,636,,.SUDAFED LIQ,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7938357,636,,.SUFENTANIL 50 MCG/ 1 ML AMP,22,11,8.14,11,8.14,10.34,8.8,8.8,10.34,10.34,8.8,
7939102,636,,.SULAR (NISOLDIPINE) 10 MG TAB *,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7938855,636,,.SULAR (NISOLDIPINE) 20 MG TAB *,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7939288,636,,.SULAR (NISOLDIPINE) 25.5  MG TAB *,9,4.5,3.33,4.5,3.33,4.23,3.6,3.6,4.23,4.23,3.6,
7932716,636,,.SULAR (NISOLDIPINE) 30 MG TAB *,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7939257,636,,.SULAR (NISOLDIPINE) 8.5 MG TAB,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7932529,636,,.SUPLENA LIQ NUTRITION CAN *,24,12,8.88,12,8.88,11.28,9.6,9.6,11.28,11.28,9.6,
7920440,636,,.TAGAMET (CIMETIDINE) : 300MG/2ML INJ,17,8.5,6.29,8.5,6.29,7.99,6.8,6.8,7.99,7.99,6.8,
7924897,636,,.TAGAMET (CIMETIDINE) LIQ :300 MG/5ML,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7924905,636,,.TAGAMET (CIMETIDINE): 300 MG TAB,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7921844,636,,.TAGAMET (CIMETIDINE): 400 MG TAB,7,3.5,2.59,3.5,2.59,3.29,2.8,2.8,3.29,3.29,2.8,
7927981,636,,.TALACEN TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7927999,636,,.TALWIN NX TAB*,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7939135,636,,.TAMIFLU SUSP 12 MG/ML  25 ML,141,70.5,52.17,70.5,52.17,66.27,56.4,56.4,66.27,66.27,56.4,
7939116,636,,.TAPAZOLE (METHIMAZOLE): 5 MG TAB,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7932401,636,,.TB TINE TEST (PPD;TUBERSOL),17,8.5,6.29,8.5,6.29,7.99,6.8,6.8,7.99,7.99,6.8,
7926694,636,,.TELEPAQUE,20,10,7.4,10,7.4,9.4,8,8,9.4,9.4,8,
7939985,636,,.TEMOVATE (CLOBETASOL) 0.05% CRM 45 GM,83,41.5,30.71,41.5,30.71,39.01,33.2,33.2,39.01,39.01,33.2,
7931986,636,,.TEMOVATE (CLOBETASOL) 0.05% OINT 60 GM,75,37.5,27.75,37.5,27.75,35.25,30,30,35.25,35.25,30,
7923212,636,,.TENEX (GUANFACINE): 1 MG TAB,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7932158,636,,.TENEX (GUANFACINE): 2 MG TAB BULK,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7938804,636,,.TENORETIC (ATEN/CHLORTH): 50/25 MG TAB*,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7921943,636,,.TENORMIN (ATENOLOL) 50 MG TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7929904,636,,.TENSILON (EDROPHONIUM) 10 MG/ML INJ,17,8.5,6.29,8.5,6.29,7.99,6.8,6.8,7.99,7.99,6.8,
7938750,636,,.TERAZOL 3 VAG SUPP,116,58,42.92,58,42.92,54.52,46.4,46.4,54.52,54.52,46.4,
7930324,636,,.TERAZOLE 7 VAG CRM  (TERCONAZOLE),147,73.5,54.39,73.5,54.39,69.09,58.8,58.8,69.09,69.09,58.8,
7925720,636,90702,.TET/DIPTH TOXOID PED,17,8.5,6.29,8.5,6.29,7.99,6.8,6.8,7.99,7.99,6.8,
7930811,636,,.TETRACAINE OPTH SOL STERI PACK,8,4,2.96,4,2.96,3.76,3.2,3.2,3.76,3.76,3.2,
7929326,636,,.TETRACYCLINE 250MG,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7931920,636,,.TETRACYCLINE:500MG,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7931963,636,,.THEOPHYLLINE ER 300 MG,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7932667,636,,.THERAGRAN LIQ,1,0.5,0.37,0.5,0.37,0.47,0.4,0.4,0.47,0.47,0.4,
7921430,636,,.THIOPENTAL 500MG SYR,33,16.5,12.21,16.5,12.21,15.51,13.2,13.2,15.51,15.51,13.2,
7924814,636,,.THORAZINE (chlorproMAZINE): 10 MG TAB,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7924822,636,,.THORAZINE (CHLORPROMAZINE): 25 MG TAB,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7924806,636,,.THORAZINE (CHLORPROMAZINE): 50 MG TAB,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7929441,636,,.THROMBOSTAT 5000U,147,73.5,54.39,73.5,54.39,69.09,58.8,58.8,69.09,69.09,58.8,
7928773,636,,.THYPINONE INJ,86,43,31.82,43,31.82,40.42,34.4,34.4,40.42,40.42,34.4,
7932117,636,,.THYROID: 2 GR (120MG) TAB,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7939142,636,,.TIAZAC SA (DILTIAZEM): 120 MG,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7932025,636,,.TICLID (TICLOPIDINE): 250 MG TAB,8,4,2.96,4,2.96,3.76,3.2,3.2,3.76,3.76,3.2,
7929631,636,J3250,.TIGAN (TRIMETHOBENZAMIDE) INJ:200 MG/2M,21,10.5,7.77,10.5,7.77,9.87,8.4,8.4,9.87,9.87,8.4,
7929656,636,,.TIGAN (TRIMETHOBENZAMIDE) SUPP: 100 MG,7,3.5,2.59,3.5,2.59,3.29,2.8,2.8,3.29,3.29,2.8,
7929649,636,,.TIGAN (TRIMETHOBENZAMIDE) SUPP: 200 MG,9,4.5,3.33,4.5,3.33,4.23,3.6,3.6,4.23,4.23,3.6,
7929623,636,,.TIGAN (TRIMETHOBENZAMIDE): 250 MG CAP,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7939103,636,,.TIGAN (TRIMETHOBENZAMIDE): 300 MG CAP,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7939139,636,,.TIMENTIN 3.1 GM VIAL,70,35,25.9,35,25.9,32.9,28,28,32.9,32.9,28,
7938801,636,,.TIMOPTIC XE (TIMOLOL MALEATE) GFS 0.5%,124,62,45.88,62,45.88,58.28,49.6,49.6,58.28,58.28,49.6,
7938262,636,,.TIMOPTIC XE 0.25% OPTH SOL 2.5 ML *,58,29,21.46,29,21.46,27.26,23.2,23.2,27.26,27.26,23.2,
7938951,636,,.TOBRADEX OPTH OINT 3.5 GM,200,100,74,100,74,94,80,80,94,94,80,
7926611,636,,.TOFRANIL (IMIPRAMINE): 10 MG TAB,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7921232,636,,.TOFRANIL (IMIPRAMINE): 25 MG CAP,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7926603,636,,.TOFRANIL PM (IMIPRAMINE): 75 MG CAP,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7929524,636,,.TOLECTIN 400MG CAP*,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7932479,636,,.TOPICORT 0.05% 15GM GEL,61,30.5,22.57,30.5,22.57,28.67,24.4,24.4,28.67,28.67,24.4,
7932491,636,,.TOPICORT 0.05% 60GM GEL,134,67,49.58,67,49.58,62.98,53.6,53.6,62.98,62.98,53.6,
7932122,636,,.TOPICORT 0.25% CREAM  60GM,178,89,65.86,89,65.86,83.66,71.2,71.2,83.66,83.66,71.2,
7938549,636,,.TOPROL XL (METOPROLOL SUC) 100 MG TAB *,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7938492,636,,.TOPROL XL (METOPROLOL SUC): 200 MG TAB,8,4,2.96,4,2.96,3.76,3.2,3.2,3.76,3.76,3.2,
7931132,636,,.TORADOL (KETOROLAC) 10 MG TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7932375,636,,.TORADOL (KETOROLAC): 15 MG INJ,30,15,11.1,15,11.1,14.1,12,12,14.1,14.1,12,
7938763,636,,.TRAMADOL (ULTRAM)  50MG BULK,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7925001,636,,.TRANXENE (CLORAZEPATE): 3.75 MG TAB,7,3.5,2.59,3.5,2.59,3.29,2.8,2.8,3.29,3.29,2.8,
7924996,636,,.TRANXENE (CLORZEPATE): 7.5 MG TAB,7,3.5,2.59,3.5,2.59,3.29,2.8,2.8,3.29,3.29,2.8,
7939141,636,,.TRAUMACAL CANS,8,4,2.96,4,2.96,3.76,3.2,3.2,3.76,3.76,3.2,
7931971,636,,.TRENTAL(PENTOXIFYLLINE): 400 MG BULK,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7923840,636,,.TRIAVIL 2/10 (PERPHEN/AMITRIP) TAB,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7924533,636,,.TRIAVIL 2/25 (PERPHEN/AMITRIP) TAB,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7923857,636,,.TRIAVIL 4/10 (PERPHEN/AMITRIP) TAB,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7923832,636,,.TRIAVIL 4/25 (PERPHEN/AMITRIP) TAB,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7938958,636,,.TRILAFON (PERPHENAZINE) 4 MG TAB,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7938924,636,,.TRILEPTAL (OXCARBAZEPINE):  300 MG,9,4.5,3.33,4.5,3.33,4.23,3.6,3.6,4.23,4.23,3.6,
7932509,636,,.TRUSOPT 2% OPTH SOL *,80,40,29.6,40,29.6,37.6,32,32,37.6,37.6,32,
7932538,636,,.TRUSOPT OPTH SOL 2%  (DORZOLAMIDE) 10 M,98,49,36.26,49,36.26,46.06,39.2,39.2,46.06,46.06,39.2,
7939015,636,,.TUSSIGON TABLET,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7922578,636,,.TUSSIONEX SUSP 4 OZ,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7932695,636,,.TUSSIONEX SUSP 5 ML SYR *SM*,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7923592,636,,.TYLENOL #2 TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7932104,636,,.TYLENOL #3 BULK(ACET/CODEINE),6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7923600,636,,.TYLENOL #4 TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7922792,636,,.TYLENOL W/COD (ACETAM/CODEINE) LIQ,3,1.5,1.11,1.5,1.11,1.41,1.2,1.2,1.41,1.41,1.2,
7932147,636,,.TYLENOL X ST,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7932650,636,,.ULTRACAL CAN,7,3.5,2.59,3.5,2.59,3.29,2.8,2.8,3.29,3.29,2.8,
7938790,636,,.ULTRACET (TRAMADOL ACET): 37.5/325 MG,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7938779,636,,.UNIPHYL: 400 MG TAB,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7939003,636,,.UNIVASC (MOEXIPRIL): 15 MG,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7932125,636,,.URECHOLINE (BETHANECHOL): 10 MG TAB *,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7938877,636,,.VALISONE (BETAMETHASONE VAL 0.05% CR 45,31,15.5,11.47,15.5,11.47,14.57,12.4,12.4,14.57,14.57,12.4,
7938797,636,,.VALISONE (BETAMETHASONE VAL) 0.1% CR 45,31,15.5,11.47,15.5,11.47,14.57,12.4,12.4,14.57,14.57,12.4,
7924293,636,,.VALISONE (BETAMETHASONE VAL) 0.1% CRM,60,30,22.2,30,22.2,28.2,24,24,28.2,28.2,24,
7924194,636,,.VALISONE (BETAMETHASONE VAL) 0.1% OINT,60,30,22.2,30,22.2,28.2,24,24,28.2,28.2,24,
7924319,636,,.VALISONE LOT 0.1%*,73,36.5,27.01,36.5,27.01,34.31,29.2,29.2,34.31,34.31,29.2,
7938342,636,J3360,.VALIUM (DIAZEPAM) MDV: 5MG/ML 10 VIAL,20,10,7.4,10,7.4,9.4,8,8,9.4,9.4,8,
7922313,636,,.VALIUM (DIAZEPAM): 10 MG UD TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7932475,636,,.VALIUM (DIAZEPAM): BULK 10 MG TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7932473,636,,.VALIUM (DIAZEPAM): BULK 2 MG TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7932474,636,,.VALIUM (DIAZEPAM): BULK 5 MG TAB,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7932651,636,J3360,.VALIUM(DIAZEPAM) INJ: 5 MG /1ML,10,5,3.7,5,3.7,4.7,4,4,4.7,4.7,4,
7929698,636,,.VANCOCIN (VANCOMYCIN): 125MG CAP,26,13,9.62,13,9.62,12.22,10.4,10.4,12.22,12.22,10.4,
7929706,636,,.VANCOCIN (VANCOMYCIN): 250 MG CAP,47,23.5,17.39,23.5,17.39,22.09,18.8,18.8,22.09,22.09,18.8,
7932483,636,,.VANTIN (CEFPODOXIME): 200 MG TABS,18,9,6.66,9,6.66,8.46,7.2,7.2,8.46,8.46,7.2,
7932482,636,,.VANTIN 100MG/5ML ORAL SUSP: 100 ML,264,132,97.68,132,97.68,124.08,105.6,105.6,124.08,124.08,105.6,
7932685,636,,.VANTIN 100MG/5ML ORAL SUSP: 50 ML,161,80.5,59.57,80.5,59.57,75.67,64.4,64.4,75.67,75.67,64.4,
7932238,636,,.VANTIN 50 MG/5 ML SUSP  50 ML,73,36.5,27.01,36.5,27.01,34.31,29.2,29.2,34.31,34.31,29.2,
7939016,636,,.VASERETIC (ENALAPRIL/HCTZ): 10/25  TAB*,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7938600,636,,.VASOCIDIN 0.25% OPTH SOL 5 ML,70,35,25.9,35,25.9,32.9,28,28,32.9,32.9,28,
7939964,636,,.VASOLEX OINTMENT 30 GM,30,15,11.1,15,11.1,14.1,12,12,14.1,14.1,12,
7939941,636,,.VASOLEX OINTMENT 60 GM,60,30,22.2,30,22.2,28.2,24,24,28.2,28.2,24,
7939012,636,,.VASOTEC (ENALAPRIL): 2.5 MG TAB,5,2.5,1.85,2.5,1.85,2.35,2,2,2.35,2.35,2,
7938876,636,,.VASOTEC (ENALAPRIL):20 MG BULK,7,3.5,2.59,3.5,2.59,3.29,2.8,2.8,3.29,3.29,2.8,
7923063,636,,.VENTOLIN (ALBUTEROL) LIQ: 2 MG/5ML,3,1.5,1.11,1.5,1.11,1.41,1.2,1.2,1.41,1.41,1.2,
7920846,636,,.VENTOLIN (ALBUTEROL): 2 MG TAB,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7932697,636,,.VENTOLIN 30 ML BOT *SM*,15,7.5,5.55,7.5,5.55,7.05,6,6,7.05,7.05,6,
7932320,636,,.VENTOLIN INHALER 80 DOSE (DO NOT REO.,49,24.5,18.13,24.5,18.13,23.03,19.6,19.6,23.03,23.03,19.6,
7931389,636,,.VENTOLIN ROTOCAP,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7929722,636,,.VERAPAMIL 5 MG/2ML VIAL,17,8.5,6.29,8.5,6.29,7.99,6.8,6.8,7.99,7.99,6.8,
7938320,636,,.VERELAN  (VERAPAMIL): 240 MG CAP BULK,7,3.5,2.59,3.5,2.59,3.29,2.8,2.8,3.29,3.29,2.8,
7938276,636,J2250,.VERSED (MIDAZOLAM): 1 MG/1ML 5 ML VIAL,27,13.5,9.99,13.5,9.99,12.69,10.8,10.8,12.69,12.69,10.8,
7932299,636,J2250,.VERSED (MIDAZOLAM): 5 MG/ML 1 ML VIAL,39,19.5,14.43,19.5,14.43,18.33,15.6,15.6,18.33,18.33,15.6,
7932665,636,J2250,.VERSED (MIDAZOLAM): 5 MG/ML 2 ML VIAL,68,34,25.16,34,25.16,31.96,27.2,27.2,31.96,31.96,27.2,
7938896,636,J2250,.VERSED (MIDAZOLAM): 5MG/ML 10 ML VIAL,38,19,14.06,19,14.06,17.86,15.2,15.2,17.86,17.86,15.2,
7930407,636,J2250,.VERSED 5MG/ML 5 ML VIAL,149,74.5,55.13,74.5,55.13,70.03,59.6,59.6,70.03,70.03,59.6,
7938910,636,,.VIAGRA F(SILDENAFIL): 100 MG TAB,38,19,14.06,19,14.06,17.86,15.2,15.2,17.86,17.86,15.2,
7932309,636,,.VICKS VAPORUB,27,13.5,9.99,13.5,9.99,12.69,10.8,10.8,12.69,12.69,10.8,
7938519,636,,.VIOXX (ROFECOXIB): 25 MG TAB *,11,5.5,4.07,5.5,4.07,5.17,4.4,4.4,5.17,5.17,4.4,
7938479,636,,.VIROPTIC (TRIFLURIDINE)  1% OPTH SOL,184,92,68.08,92,68.08,86.48,73.6,73.6,86.48,86.48,73.6,
7929359,636,,.VISINE OPTH DROPS,15,7.5,5.55,7.5,5.55,7.05,6,6,7.05,7.05,6,
7920630,636,J3410,.VISTARIL (HYDROXYZINE): 50 MG VIAL,17,8.5,6.29,8.5,6.29,7.99,6.8,6.8,7.99,7.99,6.8,
7923345,636,,.VISTARIL )HYDROXYZINE): 50 MG CAP,6,3,2.22,3,2.22,2.82,2.4,2.4,2.82,2.82,2.4,
7932269,636,,.VIT B COMPLEX W/B12 OTC,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7932137,636,,.VIT B-6 100 MG TAB,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7932191,636,,.VIT C 500MG TIME RELEASE CAPS,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7932678,636,,.VIT C INJ (ASORBIC ACID):222MG/ML MDV,17,8.5,6.29,8.5,6.29,7.99,6.8,6.8,7.99,7.99,6.8,
7932656,636,,.VIT E DL ALPHA 1000 IU,4,2,1.48,2,1.48,1.88,1.6,1.6,1.88,1.88,1.6,
7932370,636,,.VITAL HN POWDER,32,16,11.84,16,11.84,15.04,12.8,12.8,15.04,15.04,12.8,
7939171,636,,.VIVONEX BOTTLE 1000 ML,124,62,45.88,62,45.88,58.28,49.6,49.6,58.28,58.28,49.6,
