CLAY COUNTY HOSPITAL,,,
CHARGEMASTER,,,
,,,
DESCRIPTION,CPT CD,CHARGE,
NET 3  STRETCH  MT04,,4,
NET 5  STRETCH  10-7129,,4,
NET NAKAO SPIDER,,238,
NEUPOGEN 300mcg 1ml,J1442,574.68,
NEUPRO PATCH 1MG/24HR,,12.25,
NEUPRO PATCH 2MG/24HR,,42,
NEUPRO PATCH 6MG/24HR,,12.25,
NEUROMUSCULAR RE-EDUCATION,97112GP,64,
NEUROMUSCULAR RE-EDUCATION,97112GP,64,
NEURONTIN CAP : 400MG,,4,
NEURONTIN CAP : 600MG,,6,
NEVANAC 0.1% OPHTH SUSP : CH PER DOSE,,45,
NEVANAC 0.1% OPHTH SUSP {PER BOTTLE},,170,
NEVANAC 0.1% OPHTH SUSP: FOR RX'S CH/ML,,170,
NEXIUM 20MG ORAL SUSP PACKETS CH/PK,,21.63,
NEXIUM 24 HR OTC CAP 20MG UD,,6,
NEXIUM 40MG ORAL SUSP PACKETS CH/PK,,21.62,
NEXIUM CAP  40MG,,24,
NIACIN TAB   500MG,,6,
NIASPAN 500MG,,6,
NICARDIPINE 25MG/250ML NS DRIP,J3490,85,
NICODERM CQ 7MG PATCH,,9,
NICOTINE PATCH 14MG PATCH,,13,
NICOTINE TRANSDERMAL PATCH 21MG UD,,16,
NIFEdipine ER  {PROCARDIA XL}  60MG UD,,6,
NIFEdipine ER TAB {PROCARDIA XL}   90MG,,6,
NIFEdipine ER TAB {PROCARDIA XL} 30MG UD,,6,
NIPPLE EXPLORATION W/WO EXCISION DUCT,19110,4115,
NITRO-BID 2% OINT {PER GRAM}  30GM TUBE,,0.5,
NITRO-BID OINT 2%   1GM UD PACK,,5,
NITRO-DUR PATCH   0.3MG/HR,,8,
NITRO-DUR PATCH   0.6MG/HR,,5,
NITROFURANTOIN (MACROBID)CAP  100MG UD,,6,
NITROFURANTOIN {MACRODANTIN} CAP 100MG U,,6,
NITROFURANTOIN {MACRODANTIN} CAP 50MG UD,,6,
NITROGEN PER HR,,30,
NITROGLYCERINE PREMIX DRIP 25MG/250ML D5,,95,
NITROGLYCERINE PREMIX DRIP 50MG/250ML,,95,
NITROLINGUAL PUMPSPRAY 4.9GM /PER GM.,,70.88,
NITROLINGUAL PUMPSPRAY 4.9GM /PER GM.,,78,
NITROLINGUAL PUMPSPRAY CH/PER SPRAY {ER},,45,
NITROSTAT 0.4 MG [1/150 GR] CH/BT  UD,,90,
NITROSTAT TAB (ER USE ONLY) 1 TAB/ DOSE,,6,
NIVEA CREAM,,15,
NIZORAL 2% CR 15GM,,2.67,
NM  Tc99m    GLU,A9500,115,
NM AMINOPHYLLIN 250MG VIAL,J0280,19,
NM CV STRESS TEST PHY SUPERVISION,93016,64,
NM DIPYRIDAMOLE 50MG/10ML INJ,J1245,32,
NM I-123 CAPSULE,A9516,162.5,
NM Tc99 DRUG MECKELS SCAN,A9500,115,
NM Tc99m HEPATOLITE,A9500,142,
NM Tc99m SULFUR COLLOID,A9541,87.5,
NON-TUNNEL CVAD,36556,2000,
NORETHINDRONE {AYGESTIN} 5MG TAB,,6,
NORETHINDRONE ORAL TABLET 0.35MG,,47.99,
NORFLEX AMPS 60MG 2ML (ORPHENADRINE),J2360,40,
NORTRIPTYLINE 10 MG (PAMELOR) UD,,6,
NORTRIPTYLINE 25MG (PAMELOR),,6,
NORTRIPTYLLINE CAP 75MG,,6,
NOSECLIPS 035-166000,,4,
NOVACORT GEL   29GM  CH/GM,,3.6,
NOVO-FINE 30 DISP NEEDLES,,2.5,
NOVO-FINE 32G DISP NEEDLES,,1,
NOVOFINE AUTOCOVER 30G PEN NEEDLES,,1.98,
NovoLIN INJ 70/30 BTL CH/ML,J1815,40.1,
NovoLIN N INJ 100UN/ML BTL,J1815,40.1,
NovoLIN R BTL,J1815,323,
NovoLOG  FlexPen  3ML CH/ML,,87.2,
NovoLOG (SLIDING SCALE),J1815,35,
NovoLOG INJ 100UN/ML BTL,J1815,645,
NovoLOG MIX 70/30 10ML BTL ch 1,J1815,702,
NovoLOG MIX 70/30 FlexPen PREFILLED SYR,,14,
NovoLOG MIX INJ 70/30,,60,
NP THYROID 30 (1/2 grain) 30MG TAB,,4,
NPSG W/O CPAP TITRATION >6 HOURS,95810,3579,
NS   250ML {FOR BLOOD} KIT UD,J7050,55,
NS : 250ML BAG UD,J7050,60,
NS 0.225%  500ML KIT,J7070,56,
NS 1/2 50 ML ADV,J7030,32,
NS 100 ML,J7030,45,
NS 100ML : B/BRAUN,,45,
NS 250ML GLASS,J7030,72,
NS 3000ML BAG FOR IRRIGATION,J7030,12,
NS 50 ML BAG,J7030,45,
NS 50ML B/BRAUN,J7050,45,
NS FOR IRR 0.9% 500ML BT,,7,
NS FOR IRRIGATION 1000 ML BT  UD,,20,
N-T-A {MYCOLOG} *OINT*  60GM  CH/GM,,7.3,
N-T-A {MYCOLOG} CREAM   15GM  CH/GM,,1.06,
N-T-A {MYCOLOG} CREAM   30GM  CH/GM,,8,
N-T-A {MYCOLOG} CREAM   60GM  CH/GM,,5.85,
"N-TELOPEPTIDE, URINE   ID 152989",82523,54,
NUBAIN 10MG AMPS (NALBUPHINE HCL),J2300,34,
NUBAIN 20MG AMPS (NALBUPHINE HCL) UD,J2300,34,
NUCYNTA 50MG TAB,,12.63,
NUEDEXTA  CAP   20/10MG,,51.43,
NUPERCAINAL/PROCARDIA OINT.  1%   CH/GM,,0.47,
NUT ALLERGENS   ID 152877,86003,8,
NUTRITION EDUCATION EXTENSIVE,,17,
NUTRITION EDUCATION MAXIMUM,,22,
NUTRITION EDUCATION MINIMUM,,6,
NUTRITION EDUCATION MODERATE,,11,
NUVA RING ESTONGE/ETHINYLESTRA VAG RING,J7303,48,
NUVIGIL 150MG TAB,,37,
NYSTATIN  SUSP   4OZ BOTTLE UD,,55,
NYSTATIN CREAM  30GM CH/TB,,20,
NYSTATIN OINT   30GM  CH/GM,,4,
NYSTATIN OINT 15GM CH/GM,,1.5,
"NYSTATIN SUSP 100,000UN/ML CH/ML",,0.45,
O/P MINOR VISIT,99211,76,
OBSERVATION #1,,400,
OBSERVATION .5 HR CHARGE SDS,,75,
OBSERVATION PER HOUR,,83,
OCULAR RECONSTRUCTION & TRANSPLANT,65780,6394,
OCUVITE PRESER VISION UD,,6,
OCUVITE TAB EXTRA,,4,
OFLOXACIN OPTH DROPS 0.3%  (1 DOSE),,7,
OFLOXACIN OPTH DROPS 0.3% 10ML {PER ML},,3.17,
OFLOXACIN OPTH DROPS 0.3% 5ML {PER ML},,12,
OFLOXACIN OTIC *EAR* DROP 0.3% 5ML CH/ML,,2,
OLANZAPINE (ZyPREXA) 10MG TAB,,6,
OLANZAPINE (ZyPREXA) 20MG TAB,,6,
OLANZAPINE (ZyPREXA) TAB  2.5MG UD,,13,
OLANZAPINE (ZyPREXA) TAB  7.5MG,,5,
OLANZAPINE (ZyPREXA) TAB 10MG UD,,6,
OLANZAPINE (ZyPREXA) TAB 15MG,,6,
OLANZAPINE (ZyPREXA) TAB 5MG,,6,
OLOPATADINE (PATANASE)  NASAL SPRAY CH1,,300,
OMENECTOMY,49255,2772,
OMEPRAZOLE (PRILOSEC) 10MG CAP,,4,
OMEPRAZOLE (PRILOSEC) CAP  20MG UD,,6,
OMEPRAZOLE (PRILOSEC) CAP  40MG UD,,6,
OMNARIS NASAL SPRAY,,1.75,
OMNICEF SUSP 250MG/5ML 60ML BT  CH/ML,,0.75,
OMT OSTEOPATHIC MANIPULATION,98925,66,
ONDANSETRON  SOLUTION 4MG/5ML CH/ML,,1.4,
ONDANSETRON (ZOFRAN) TAB   8MG UD,,6,
ONDANSETRON {ZOFRAN} INJ  4MG/2ML UD,J2405,25,
ONDANSETRON {ZOFRAN} MDV  2MG/ML  INJ,J2405,2,
ONDANSETRON {ZOFRAN} TAB  4MG  UD,,6,
ONDANSETRON 4MG TAB ODT UD,,6,
ONDANSETRON 8MG TAB ORAL DISINTEGRATING,,10,
ONE TOUCH (BASIC)TEST STRIPS EA,,1.03,
ONE TOUCH ULTRA STRIPS CHG/EA,,6,
ONGLYZA (SAXAGLIPTIN) 5MG TAB,,27,
"OOPHORECTOMY, PARTOR TOTAL UNILAT/BILAT",58940,5280,
OPANA ER 10MG TAB {OXYMORPHONE},,7,
OPANA ER 30MG TAB {OXYMORPHONE},,19,
OPCON-A EYE DROPS 15ML  CH/ML,,0.8,
OPEN CHOLECYSTECTOMY W/CHOLANGIOGRAPHY,47605,4650,
OPTHALMIC MINOR,,618,
OPTIFOAM GENTLE BORDER 1.6X2,,5,
OPTIFOAM GENTLE BORDER 4X4,,8,
OPTIFOAM GENTLE BORDER 6X6,A6213,14,
OPTILOCK NONADHESIVE DRSG,,6,
OPTIVE OPHTH DROPS CH/ML,,1.62,
ORAJEL 20% CH/TUBE,,15,
ORBACTIV 1200MG INJ  CH 1,J2407,7500,
ORPHENADRINE {NORFLEX } INJ 30MG/ML 2ML,J2360,56,
ORTHOSIS ANKLE FOOT,L1906GP,135,
ORTHOSIS CASH,,428,
OSELTAMIVIR (TAMIFLU) 75MG CAP UD,,28,
OSELTAMIVIR {TAMIFLU} 6MG/ML SUSP CH/ML,,4.55,
OSELTAMIVIR PHOSPHATE (TAMIFLU) 30MG CAP,,20,
OSELTAMIVIR PHOSPHATE (TAMIFLU) 45MG CAP,,19.05,
"OSTECTOMY, PARTIAL 5TH METATARSAL",28110,6052,
OSTEO BI FLEX,,6,
OSTEO BI-FLEX TRIPLE STRENGTH,,6,
OSTEOTOMY METATARSAL OTHER THAN FIRST,28308,5712,
OT APP FINGER SPLINT-DYNAMIC,29131GO,99,
OT APP FINGER SPLINT-DYNAMIC,29131GO,99,
OT APP FINGER SPLINT-STATIC,29130GO,99,
OT APP FINGER SPLINT-STATIC,29130GO,99,
OT APP SHORT ARM SPLINT - DYNAMIC,29126GO,237,
OT APP SHORT ARM SPLINT - DYNAMIC,29126GO,237,
OT APP SHORT ARM SPLINT- STATIC,29125GO,58,
OT APP SHORT ARM SPLINT- STATIC,29125GO,58,
OT DEVELOPMENT OF COGNITIVE SKLS/MEM 15,97770GO,54,
OT DEVELOPMENT OF COGNITIVE SKLS/MEM 15,97770GO,54,
OT EVALUATION I (30 MIN),97165GO,226,
OT EVALUATION I (30 MIN),97165GO,226,
OT EVALUATION II (40 MIN),97166GO,238,
OT EVALUATION II (40 MIN),97166GO,238,
OT EVALUATION III (60 MIN),97167GO,255,
OT EVALUATION III (60 MIN),97167GO,255,
OT MMT EXTREMITY OR TRUNK,95831GO,54,
OT MODALITY CONTRAST BATHS EACH 15 MIN,97034GO,30,
OT MODALITY CONTRAST BATHS EACH 15 MIN,97034GO,30,
OT MODALITY PARAFFIN BATH,97018GO,30,
OT MODALITY PARAFFIN BATH,97018GO,30,
"OT MUSCLE TESTING,MANUAL HAND",95832GO,42,
"OT MUSCLE TESTING,MANUAL HAND",95832GO,42,
OT NEUROBEHAVIORAL STATUS EXAM/INTER/REP,96115GO,118,
OT NEUROBEHAVIORAL STATUS EXAM/INTER/REP,96115GO,118,
OT RANGE/MOTION /REPORT HAND,95852GO,41,
OT RANGE/MOTION /REPORT HAND,95852GO,41,
OT RANGE/MOTION/REPORT EXTREMITY,95851GO,41,
OT RANGE/MOTION/REPORT EXTREMITY,95851GO,41,
OT RE-EVALUATION,97168GO,114,
OT RE-EVALUATION,97168GO,114,
OT SELF CARE HOME MANAGMT TRAIN/EA 15 MI,97535GO,110,
OT SELF CARE HOME MANAGMT TRAIN/EA 15 MI,97535GO,110,
OT THERAPEUTIC ACTIVITY DIR PAT CONTACT,97530GO,110,
OT THERAPEUTIC ACTIVITY DIR PAT CONTACT,97530GO,110,
OT-FLUIDTHERAPY,97022GO,77,
OT-FLUIDTHERAPY,97022GO,77,
OT-IONTOPHORESIS 15 MIN,97033GO,86,
OT-IONTOPHORESIS 15 MIN,97033GO,86,
OT-ULTRASOUND 15 MINUTES,97035GO,70,
OT-ULTRASOUND 15 MINUTES,97035GO,70,
OT-WHIRLPOOL,97022GO,77,
OT-WHIRLPOOL,97022GO,77,
OVERLAY CUSHION,,153,
OXALATE - 24 HOUR URINE   ID 6936,83945,76,
OXAPROZIN (DAYPRO) TAB  600MG,,4,
OXAZEPAM (SERAX) 10MG CAP,,6,
OXAZEPAM {SERAX} CAP   15MG UD,,9,
OXAZEPAM {SERAX} CAP   30MG,,8,
OXcarbazepine TAB 300MG {TRILEPTAL},,6,
OXcarbazepine TAB 600MG {TRILEPTAL},,6,
OXISENSOR O2 ADULT  3311-V,,46,
OXISENSOR O2 INFANT 3313-C,,58,
OXYBUTYNIN {Ditropan} TAB   5MG,,6,
OXYBUTYNIN ER 10MG {Ditropan XL},,6,
OXYBUTYNIN ER 5MG {Ditropan XL},,6,
OXYCODONE /ACET {PERCOCET} 7.5/325MG UD,,6,
OXYCODONE TAB 10MG UD,,8,
OXYCODONE TAB 15MG,,8,
OXYCODONE TAB 30MG,,8,
OXYCODONE TAB 5MG UD,,6,
OXYCODONE/ACET {ENDOCET}TAB 10/325MG UD,,7,
OXYCONTIN CR 60MG,,30,
OXYCONTIN CR TAB 10MG UD,,10,
OXYCONTIN CR TAB 30MG,,13.5,
OXYCONTIN TAB 20MG UD,,16,
OXYCONTIN TAB 40MG UD,,20,
OXYCONTIN TABLET EXTENDED RELEASE 80MG,,33,
OXYFAST (20MG/ML)PER ML OXYCODONE,,6,
OXYGEN HOOD,,47,
OXYTROL PATCH 3.9MG/DAY    CH/PATCH,,25,
OYST-CAL-D TAB {Os-Cal-D}   500MG UD,,6,
PACK INSTANT COLD,,4,
PACK INSUFFLATOR TUBING & ANTIFOG,,70,
PACK TIPLESS CASSETTE  10511 J,,369,
PACK/ MOIST HEAT & COLD,97010GP,61,
PACK/ MOIST HEAT & COLD EACH 15 MIN,97010GP,61,
PACKAGING FEE NH COMPLIANCE,,2,
PACKING POPE POSTERIOR NASAL,,63,
PACKING POPE POSTERIOR NASAL 440406,,64,
PACU  PHASE ONE ADDITIONAL 15 MIN,,745,
PACU  PHASE ONE FIRST 1/2 HOUR,,1076,
PAD ABD,,4,
PAD CAST 3  X 4YDS COTTON,,4,
PAD CAUTERY  E7507,,11,
PAD DEFIB ADULT CONMED 2516Z-PC,,160,
PAD DEFIB ADULT/CHILD 2516Z-PC,,160,
PAD DEFIB INFANT 2603Z,,128,
PAD DEFIB. ADULT 2516Z-PC,,160,
PAD DEFIB. ADULT 2516Z-PC,,160,
PAD DEFIB. PED. 2603Z,,128,
PAD DEFIB. PED. 2603Z,,128,
PAD DEFIB. PED. CONMED2603Z,,128,
PAD FOAM,,29,
PAD MAXI,,7,
PAD TELFA,,4,
PADDING CAST 4 X4YDS,,6,
PADDING CAST 6 X6YDS,,7,
PADDING COTTON CAST 9083,,3,
PAIN RELIEF CREAM {BENGAY} 4OZ  CH/TUBE,,5,
PAK IV START 3424B,,10,
PANCREASE CAPSULES (ZENPEP) DR,,4,
PANCURONIUM {PAVULON} INJ : 10MG/10ML VL,,25,
PANTOPRAZOLE  {PROTONIX} TAB  20MG,,6,
PANTOPRAZOLE  {PROTONIX} TAB  40MG UD,,6,
PANTOPRAZOLE {PROTONIX} 40MG INJ,,80,
PAPAYA ENZYME TAB,,6,
PARA.AUTO.EVAL. ASSC ITEM (1)  ID 152658,83519,238,
PARA.AUTO.EVAL. ASSC ITEM (2)  ID 152659,86256,238,
PARA.AUTO.EVAL. ASSC ITEM (3)  ID 152662,8351991,238,
PARA.AUTO.EVAL. ASSC ITEM (4)  ID 152663,8625691,238,
PARACENTESIS OF ANTERIOR CHAMBER,65815,2565,
PARAFFIN BATH,97018GO,72,
PARAFFIN BATH,97018GO,72,
PARAFFIN BATH,97018GP,72,
PARAFFIN BATH,97018GP,72,
PARoxetine {PAXIL} TAB  10MG UD,,6,
PARoxetine {PAXIL} TAB  20MG UD,,6,
PARoxetine {PAXIL} TAB 30MG,,4,
PARoxetine {PAXIL} TAB 40MG UD,,6,
PARoxetine CR {PAXIL CR}  37.5MG,,6,
PARoxetine CR {PAXIL CR} 12.5MG,,6,
PARoxetine CR {PAXIL CR} TAB  25MG,,7,
PARTIAL EXCISION BONE PHALANX TOE,28124,6420,
PASTE CALAZIME 4 OZ SKIN PROTECTANT,,10,
PATADAY OPHTH SOLN 0.2% 2.5ML   CH/ML,,110,
PATANOL OPHTH SOLN   0.1%  5ML   CH/ML,,55,
PATH FLW CYTOMETRY EA ADD MKR  ID 152208,88185,73,
PATH FLW CYTOMETRY TC 1ST MKR  ID 152207,88184,367,
PATH IHC EACH ANTIBODY OP   ID 152167,88342,113,
PATH MORPHOMETRIC ANALYSIS   ID 152210,88360,414,
PATH TISS EXAML2 HERNIA TC OP  ID 152173,88302,73,
PATH TISSU EXAML1 GROSS EXAM   ID 152193,88300,73,
PATH TISSUE EXAM L5 TC OP   ID 152181,88307,116,
"PATHOLOGIST CONSULT., SMEAR   ID 152727",85060,66,
PATHOLOGY STAIN GRP 2 TC OP   ID 152164,88313,52,
PATHOLOGY TISSUE EXAM LVL 6   ID 152186,88309,502,
PAZEO 0.7% OPHTH SOL 2.5ML CH/ML,,142.28,
PEANUT ALLERGEN W COMPONENTS   ID 152878,86003,8,
PEG TUBE INSERTION,43246,1284,
PELVIC TRACTION MECHANICAL,97012GP,97,
PELVIC TRACTION MECHANICAL,97012GP,97,
PEN CAUTERY LOOP TIP,,18,
PEN CHERRY SCENTED   8-0026-01,,7.5,
PENCIL CONMED SENSORY CONTROL,,11,
PENCIL CONMED SURG. w/FOOT CONT. 210882,,8,
PENCIL PUSH BUTTON CONMED,,7,
"PENCILLIN G POT. 5,000,000 UNITS",,19,
PENICILLIN VK TAB   500MG UD,,6,
PENILE PROCEDURES LESION/EXC OF PLAQUE,54110,1006,
PENILE PROCEDURES/LESION/W/SUR EX PLAQ,54205,1825,
PENLAC 8% 6.6ML CH/ML,,5,
PENTASA CR 500MG,,16,
PENTOXIFYLLINE ER {TRENTAL} TAB 400MG UD,,6,
PEPCID COMPLETE,,6,
PEPTO-BISMOL {GENERIC} (PER OZ),,2,
PERCOCET 5/325 (GEN) ROXICET,,8,
PERCOCET TABS 5/325 UD,,8,
PERCOGESIC BACKACHE RELIEF TAB,,4,
PERCUTANEOUS CHOLECYSTOSTOMY,47490,7449,
PERFOROMIST INH SOL 2ML CHG/VIAL ( FORMO,,17.95,
PERICARDIOCENTESIS; INITIAL,33010,284,
PEROXIDE 16OZ O.T.C. UD,,7,
PEROXYL  CH/ML,,0.05,
PERPHENAZINE {ETRAFON} TAB   2MG,,4,
PERPHENAZINE 4MG TAB,,6,
PERPHENAZINE 8MG TAB,,6,
PERPHENAZINE-AMITRIPTYLINE TAB 2MG/10MG,,8,
PFT BASIC,94060,642,
PFT BEFORE AND AFTER DIOLATER,94060,642,
PFT SCREENING,94726,642,
PHARMACY ITEM,,17.67,
PHARMACY ITEM,,17.67,
PHASE TWO RECOVERY ADD 15 MIN,,347,
PHASE TWO RECOVERY FIRST 1/2 HOUR,,578,
PHENAZOPYRIDINE {PYRIDIUM} TAB  200MG,,4,
PHENAZOPYRIDINE {PYRIDIUM}TAB  100MG UD,,6,
PHENDIMETRIZINE (BONTRIL) TAB 35MG,,6,
PHENERGAN (PROMETHAZINE)SUPP  12.5MG,,20,
PHENERGAN (PROMETHAZINE)SUPP 25MG UD,,23,
PHENOBARB TAB 97.2MG,,6,
PHENOBARBITAL INJ 65MG INJ,J2560,28,
PHENOBARBITAL TAB 15MG,,8,
PHENOBARBITAL TAB 16.2MG  UD,,6,
PHENOBARBITAL TAB 30MG,,7,
PHENOBARBITAL TAB 32.4MG UD,,6,
PHENOBARBITAL TAB 64.8MG UD,,6,
PHENTERMINE HCL 37.5MG TABS,,6,
PHENTOLAMINE INJ 5MG VIAL,,1080,
PHENYLEPHRINE OPHTH SOLN 2.5% (1 DOSE),,19,
PHENYLEPHRINE OPTH SOL 2.5% 15ML CH/ML,,12.8,
PHENYTOIN ER {DILANTIN} CAP  100MG UD,,6,
PHENYTOIN INFATAB  50MG,,6,
PHONOPHORESIS,97035GP,82,
PHOSPHORUS - 24 HOUR URINE   ID 6939,84105,33,
PILL CRUSHER,,15,
PILL ORGANIZER W/SLEEVE,,10,
PILOCARPINE OPHTH SOLN 2%   15ML CH/ML,,2.15,
PILOCARPINE TAB 5MG,,6,
PIN-AWAY (PYRANTEL) 2OZ CH/BOTTLE,,29,
PINWORM MEDICINE REESE'S 30 ML CH/BOX,,4,
PIN-X TABS BOX OF 12 (CH/TAB),,4,
PIOGLITAZONE (Actos) 15MG,,6,
PIOGLITAZONE (Actos) TAB 30MG UD,,6,
PIOGLITAZONE / METFORMIN TAB: 15MG/500MG,,10,
PIOGLITAZONE {Actos} TAB 45MG,,20,
PIROXICAM {FELDENE} CAP 10MG,,4,
PITOCIN 10un/ml (1ml OXYTOCIN),J2590,26,
PLAN B EMER CONTRACEPTIVE,,82.07,
PLANTAR FASC STRAPS,,18,
PLANTAR FOOT SUPPORT,,40,
PLASTER BANDAGE,,4,
PLASTIBELL 1.7,,10,
PLATE MTP FUSION SM ODG LT,C1713,3693,
PLAVIX TAB   75MG,,15,
PLAVIX TAB 75MG,,15,
PLUG CATHETER,,4,
PLUG HERNIA MATE LARGE 0112970,,698,
PLUG ULTRA PRO LARGE UPPL2,,470,
PLUG ULTRA PRO MED. UPPM2,C1781,825,
PLUG ULTRA PRO SMALL UPPS2,C1781,817,
PNEUMOVAX 23,90732,275,
POLY VITAMIN W/ IRON,,6,
POLYMIXIN B/TRIMETHOPRIM OPHT DROP 10ML,,2.57,
POLYPECTOMY,,277,
PORT BARD LOW PROFILE 6.6FR.  0656100,,880,
PORT BARD TITANIUM 6.6FR  0602280,,1121,
PORT BARD TITANIUM 8.0FR  0605300,,1323,
POST RECOVERY ROOM 116 A & B,,124.2,
POSTERIOR SYNECHIAE,65875,2526,
POSTOP SHOE DARCO FE LG,,29,
POSTOP SHOE DARCO FE MED,,29,
POSTOP SHOE DARCO FE SM,,29,
POSTOP SHOE DARCO MA LG,,29,
POSTOP SHOE DARCO MA MED,,29,
POSTOP SHOE DARCO MA XLG,,29,
POTASSIUM CHL 10% SOL   20MEQ/15ML CH/ML,,0.65,
POTASSIUM CHL ER TAB (K-DUR)  *20MEQ* UD,,6,
POTASSIUM CITRATE (UROCIT K) ER 10mEq,,2.85,
POTASSIUM TABS 99MG,,4,
POTASSIUM-REPEAT SAME DAY   ID 152124,84132,45,
POTATO (WHITE) ALLERGEN   ID 152706,86003,50,
POUCH LOCK N ROLL 18134,,3,
POWDER  2OZ,,4,
PPN PREMIXED,,350,
PRADAXA 75MG CAPSULE,,19.25,
PRADAXA CAP  150MG  UD,,14,
PRADAXA CAP  75MG UD,,19.25,
PRAMIPEXOLE (MIRAPEX) 0.125MG TAB,,4,
PRAMIPEXOLE (MIRAPEX) 0.5MG TAB,,6,
PRAMIPEXOLE (MIRAPEX) 1MG TABS,,6,
PRAMIPEXOLE {MIRAPEX}  TABS   0.25MG UD,,6,
PRAVASTATIN  (PRAVACHOL) TAB 80MG UD,,6,
PRAVASTATIN  {PRAVACHOL} TAB 40MG  UD,,6,
PRAVASTATIN {PRAVACHOL} TAB  20MG  UD,,6,
PRAVASTATIN 10MG TAB,,5,
PRAXBIND 2.5G/50ML INJ CH/ VIAL,C9399,4375,
PRAZOSIN {MINIPRESS} CAP   1MG,,6,
PRED FORTE OPHTH SUSP 1%  CH/ML,,15.5,
prednisoLONE OPHTH SUSP 1% 10ML CH/ML,,21,
prednisoLONE OPHTH SUSP 1% 5ML CH/ML,,29,
prednisOLONE SYRUP 15MG/5ML {CH PER ML},J7510,2.5,
prednisoLONE SYRUP 5MG/5ML CH/ML,,2,
predniSONE 10MG KIT DECREASE DOSE,,16,
predniSONE 10MG TAB,J7512,6,
predniSONE 15MG KIT DECREASE DOSE,,16,
predniSONE 20MG KIT DECREASE DOSE,,16,
predniSONE 25MG KIT DECREASE DOSE,,16,
predniSONE 30MG KIT DECREASE DOSE,,16,
predniSONE 35MG KIT DECREASE DOSE,,16,
predniSONE 40MG KIT DECREASE DOSE,,16,
predniSONE 45MG KIT DECREASE DOSE,,16,
PredniSONE 50MG KIT DECREASE DOSE,,16,
predniSONE 50MG TAB,J7512,6,
predniSONE 55MG KIT DECREASE DOSE,,16,
predniSONE 5MG KIT DECREASE DOSE,,16,
predniSONE 60MG KIT DECREASE DOSE,J7506,16,
PredniSONE INTENSOL 5MG/ML CH/ML,,4,
predniSONE TAB 10MG  U/D,J7512,6,
predniSONE TAB 1MG,J7512,6,
predniSONE TAB 20MG,J7512,6,
predniSONE TAB 20MG U/D,J7512,6,
predniSONE TAB 5MG,J7512,6,
predniSONE TAB 5MG  U/D,J7512,6,
PREMARIN  0.45MG TAB,,9,
PREMARIN 0.625 MG TAB U/D,,16.5,
PREMARIN 0.625MG TAB,,16.53,
PREMARIN 0.9 MG TAB,,4,
PREMARIN 1.25 MG TAB,,12.45,
PREMARIN 1.25 MG TAB,,13,
PREMARIN 25MG IV (ESTROGENS),J1410,439.65,
PREMARIN TAB 0.3MG,,9,
PREMARIN VAGINAL CR W/APP (30GM) CH/GM,,30,
PREMPHASE .625/5 (PER TAB},,4,
PREMPRO 0.45MG/1.5MG TABS,,20,
PREMPRO 0.625/5MG PER TABLET,,7,
PREMPRO 0.625MG/2.5MG {PER TAB}  .,,7,
PREMPRO TAB   0.3MG/1.5MG,,9,
PRENATAL VITAMINS,,6,
PRENATE DHA,,4,
PRENATE ELITE VITAMINS,,6,
PREP ETHYL CHLORIDE ANESTHETIC SPRAY,,6,
PREPARATION H CREAM,,20,
PREPARATION H OINT 30GM TUBE,,20,
PREPARATION H SUPPOSITORIES,,4,
PRESCRIPTION BOTTLE 1 OZ,,4,
PRESERVISION AREDS-2 FORMULA SOFT GEL,,6,
PRESS/NONPRESS INHALATION TXMT ACUTE ARW,94640,244,
PRESSURE INFUSER 3000CC,,45.45,
PREVACID 15MG CAP {LANSOPRAZOLE},,9,
PREVACID 15MG TAB ORAL DISINTEGRATING,,11,
PREVIDENT 5000 DRY MOUTH GEL CH/BOTTLE,,45,
PREVIDENT B 5000 SPMT TOOTHPASTE CH/OZ,,6,
PREVIDENT FLUORIDE DENT RINSE CH/ML,,0.08,
PREVIFEM  {VYLIBRA 28} TAB CH/28,,6,
PREVNAR 13 {PNEUMOCOCCAL 13 VACCINE} INJ,90670,530,
PRIMARY PLUMSET CLV 490102,,15,
PRIMIDONE 50MG TAB (MYSOLINE) UD,,6,
PRISTIQ  TAB  50MG UD,,25.5,
PRIVIGEN {IMMUNE GLOBULIN} 10%  ch/ 5 GM,J1459,968,
PROAIR HFA INHALER 8.5GM (CH1),,152,
PROBE BIPOLAR HEMO. (USE) 00711841,,690,
PROBE VITRECTOMY OCUTONE 1006,,454,
PROCAINAMIDE 100MG/ML 10ML MDV,J2690,19,
PROCHLOPERAZINE (COMPAZINE) 25MG SUPP,,24,
PROCTO SIGMOIDOSCOPY WITH BIOPSY,45305,1958,
PROCTOSCOPY,46600,1213,
PROCTOSCOPY WITH BIOPSY,46606,1958,
PROCTO-SOL-HC 2.5% CREAM   CH/GM,,0.68,
PROCTO-ZONE-HC 2.5% CREAM   CH/GM,,0.68,
PRODERM TOPICAL DRESSING SPRAY CH/CAN,,32,
PROGESTERONE (PROMETRIUM) 100MG CAPS,,6,
PROGESTERONE (PROMETRIUM) CAPS 200MG,,6,
PROGESTERONE 50MG IN OIL CH/ML,,47,
PROLIA  {DENOSMAB} INJ 60MG CH/1,J0897,3740,
PROMETHAZINE  INJ {PHENERGAN}   50MG UD,J2550,25,
PROMETHAZINE {PHENERGAN} TAB  25MG UD,,6,
PROMETHAZINE 12.5MG TAB,,6,
