SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL Total (IP & OP) PPO ,BCBSAL CHS EE PPO,Aetna PPO ,UHC PPO,Cigna PPO,Humana PPO,VIVA PPO ,UHC MCR ,Humana MCR ,BCBSAL MCR,Aetna/Coventry MCR,VIVA Health MCR,Multiplan 
1217835,MOMETASON.1%CRM 15GM,,5.85,2/6/22,1.755,2.0475,0.35685,3.2526,0.55575,0.468,3.2526,0.84825,0.85995,0.45045,0.98865,0.4563,0.4563,0.468,0.49725,0.41535,0.35685
7212022,PHENYLEPHRIN 1ML INJ,J2370,224.91,2/6/22,67.473,78.7185,13.71951,125.04996,21.36645,17.9928,125.04996,32.61195,33.06177,17.31807,38.00979,17.54298,17.54298,17.9928,19.11735,15.96861,13.71951
1612454,SP-ENT SPNE MIN6V CR,72084,1276.25,2/6/22,382.875,446.6875,77.85125,709.595,121.24375,102.1,709.595,185.05625,187.60875,98.27125,215.68625,99.5475,99.5475,102.1,108.48125,90.61375,77.85125
1213345,BUDES80-FORM4.5 6.9G,,58.55,2/6/22,17.565,20.4925,3.57155,32.5538,5.56225,4.684,32.5538,8.48975,8.60685,4.50835,9.89495,4.5669,4.5669,4.684,4.97675,4.15705,3.57155
1824946,IONTOPHOR-15 MIN PT,97033,356.56,2/6/22,106.968,124.796,21.75016,198.24736,33.8732,28.5248,198.24736,51.7012,52.41432,27.45512,60.25864,27.81168,27.81168,28.5248,30.3076,25.31576,21.75016
1317051,MLH1 GENE ANALY FULL,81292,3937.58,2/6/22,1181.274,1378.153,240.19238,2189.29448,374.0701,315.0064,2189.29448,570.9491,578.82426,303.19366,665.45102,307.13124,307.13124,315.0064,334.6943,279.56818,240.19238
2811987,S-ENDOLMNL BX BIL TR,SURG,5413.49,2/6/22,1624.047,1894.7215,330.22289,3009.90044,514.28155,433.0792,3009.90044,784.95605,795.78303,416.83873,914.87981,422.25222,422.25222,433.0792,460.14665,384.35779,330.22289
1522023,PROCEDURE MAJOR,SURG,1909.9,2/6/22,572.97,668.465,116.5039,1061.9044,181.4405,152.792,1061.9044,276.9355,280.7553,147.0623,322.7731,148.9722,148.9722,152.792,162.3415,135.6029,116.5039
1641007,MRA-NECK WO,70547,2897.83,2/6/22,869.349,1014.2405,176.76763,1611.19348,275.29385,231.8264,1611.19348,420.18535,425.98101,223.13291,489.73327,226.03074,226.03074,231.8264,246.31555,205.74593,176.76763
1061242,"IC-IVUS, INIT",92978,4178.46,2/6/22,1253.538,1462.461,254.88606,2323.22376,396.9537,334.2768,2323.22376,605.8767,614.23362,321.74142,706.15974,325.91988,325.91988,334.2768,355.1691,296.67066,254.88606
1061401,EP-MAP TACHY,93609,13401.58,2/6/22,4020.474,4690.553,817.49638,7451.27848,1273.1501,1072.1264,7451.27848,1943.2291,1970.03226,1031.92166,2264.86702,1045.32324,1045.32324,1072.1264,1139.1343,951.51218,817.49638
1631556,CTA-ABD ART W RUNOFF,75635,13111.07,2/6/22,3933.321,4588.8745,799.77527,7289.75492,1245.55165,1048.8856,7289.75492,1901.10515,1927.32729,1009.55239,2215.77083,1022.66346,1022.66346,1048.8856,1114.44095,930.88597,799.77527
2811519,S-THORACIC 3RD ORDER,36217,1796.13,2/6/22,538.839,628.6455,109.56393,998.64828,170.63235,143.6904,998.64828,260.43885,264.03111,138.30201,303.54597,140.09814,140.09814,143.6904,152.67105,127.52523,109.56393
1855050,ORTH TRN IN15MI COTA,97760,299.32,2/6/22,89.796,104.762,18.25852,166.42192,28.4354,23.9456,166.42192,43.4014,44.00004,23.04764,50.58508,23.34696,23.34696,23.9456,25.4422,21.25172,18.25852
1522037,THER APHERESI PLASMA,36514,6021.52,2/6/22,1806.456,2107.532,367.31272,3347.96512,572.0444,481.7216,3347.96512,873.1204,885.16344,463.65704,1017.63688,469.67856,469.67856,481.7216,511.8292,427.52792,367.31272
1414350,CATH-DRAINAG LEVEL 1,C1729,407.86,2/6/22,122.358,142.751,24.87946,226.77016,38.7467,32.6288,226.77016,59.1397,59.95542,31.40522,68.92834,31.81308,31.81308,32.6288,34.6681,28.95806,24.87946
8896006,ELECTROPHORETIC TECH,82664,184.5,2/6/22,55.35,64.575,11.2545,102.582,17.5275,14.76,102.582,26.7525,27.1215,14.2065,31.1805,14.391,14.391,14.76,15.6825,13.0995,11.2545
1621557,US-LW EXT DPX ART UN,93926,1457.01,2/6/22,437.103,509.9535,88.87761,810.09756,138.41595,116.5608,810.09756,211.26645,214.18047,112.18977,246.23469,113.64678,113.64678,116.5608,123.84585,103.44771,88.87761
1315338,ACTIN AB EACH,86015,159.74,2/6/22,47.922,55.909,9.74414,88.81544,15.1753,12.7792,88.81544,23.1623,23.48178,12.29998,26.99606,12.45972,12.45972,12.7792,13.5779,11.34154,9.74414
1218174,PHYTONADIONE 5 MG TB,,27.93,2/6/22,8.379,9.7755,1.70373,15.52908,2.65335,2.2344,15.52908,4.04985,4.10571,2.15061,4.72017,2.17854,2.17854,2.2344,2.37405,1.98303,1.70373
2850062,CTH PLC EXT CD W-ANG,36227,4370.88,2/6/22,1311.264,1529.808,266.62368,2430.20928,415.2336,349.6704,2430.20928,633.7776,642.51936,336.55776,738.67872,340.92864,340.92864,349.6704,371.5248,310.33248,266.62368
7212327,DOXERCALCIF 1MCG INJ,J1270,129.39,2/6/22,38.817,45.2865,7.89279,71.94084,12.29205,10.3512,71.94084,18.76155,19.02033,9.96303,21.86691,10.09242,10.09242,10.3512,10.99815,9.18669,7.89279
1314664,COXIELLA BRUN QFEV,86638,176.07,2/6/22,52.821,61.6245,10.74027,97.89492,16.72665,14.0856,97.89492,25.53015,25.88229,13.55739,29.75583,13.73346,13.73346,14.0856,14.96595,12.50097,10.74027
1621633,US-EXT LTD JNT BI,76882,1459.51,2/6/22,437.853,510.8285,89.03011,811.48756,138.65345,116.7608,811.48756,211.62895,214.54797,112.38227,246.65719,113.84178,113.84178,116.7608,124.05835,103.62521,89.03011
1510189,"RT-HDR BRACHYTX, 1C",77770,3495.56,2/6/22,1048.668,1223.446,213.22916,1943.53136,332.0782,279.6448,1943.53136,506.8562,513.84732,269.15812,590.74964,272.65368,272.65368,279.6448,297.1226,248.18476,213.22916
1212103,ORAL WOUND CARE 15ML,,137.09,2/6/22,41.127,47.9815,8.36249,76.22204,13.02355,10.9672,76.22204,19.87805,20.15223,10.55593,23.16821,10.69302,10.69302,10.9672,11.65265,9.73339,8.36249
1218484,AMILORIDE 5MG TAB,,0.71,2/6/22,0.213,0.2485,0.04331,0.39476,0.06745,0.0568,0.39476,0.10295,0.10437,0.05467,0.11999,0.05538,0.05538,0.0568,0.06035,0.05041,0.04331
1213544,FLU VAC QUAD 3YR-ADU,90686,33.27,2/6/22,9.981,11.6445,2.02947,18.49812,3.16065,2.6616,18.49812,4.82415,4.89069,2.56179,5.62263,2.59506,2.59506,2.6616,2.82795,2.36217,2.02947
1854901,OT EVAL- MOD CMP OT,97166,469.9,2/6/22,140.97,164.465,28.6639,261.2644,44.6405,37.592,261.2644,68.1355,69.0753,36.1823,79.4131,36.6522,36.6522,37.592,39.9415,33.3629,28.6639
1314135,AMMONIA,82140,185.39,2/6/22,55.617,64.8865,11.30879,103.07684,17.61205,14.8312,103.07684,26.88155,27.25233,14.27503,31.33091,14.46042,14.46042,14.8312,15.75815,13.16269,11.30879
1651149,NM-THYR UPT S-M-SUPP,78012,1303.02,2/6/22,390.906,456.057,79.48422,724.47912,123.7869,104.2416,724.47912,188.9379,191.54394,100.33254,220.21038,101.63556,101.63556,104.2416,110.7567,92.51442,79.48422
1691162,IR-TIB PER REVS W TL,SURG,24898.25,2/6/22,7469.475,8714.3875,1518.79325,13843.427,2365.33375,1991.86,13843.427,3610.24625,3660.04275,1917.16525,4207.80425,1942.0635,1942.0635,1991.86,2116.35125,1767.77575,1518.79325
1215348,PHYTONADI 1MG/ML 5ML,,26.15,2/6/22,7.845,9.1525,1.59515,14.5394,2.48425,2.092,14.5394,3.79175,3.84405,2.01355,4.41935,2.0397,2.0397,2.092,2.22275,1.85665,1.59515
1913237,EKG 12 LEAD ED STAFF,93005,386.05,2/6/22,115.815,135.1175,23.54905,214.6438,36.67475,30.884,214.6438,55.97725,56.74935,29.72585,65.24245,30.1119,30.1119,30.884,32.81425,27.40955,23.54905
1913221,BRIEF ED VISIT,99281,345.41,2/6/22,103.623,120.8935,21.07001,192.04796,32.81395,27.6328,192.04796,50.08445,50.77527,26.59657,58.37429,26.94198,26.94198,27.6328,29.35985,24.52411,21.07001
1631502,CT-PELVIS W,72193,6229.28,2/6/22,1868.784,2180.248,379.98608,3463.47968,591.7816,498.3424,3463.47968,903.2456,915.70416,479.65456,1052.74832,485.88384,485.88384,498.3424,529.4888,442.27888,379.98608
7210234,MODAFINIL 200MG TAB,,0.58,2/6/22,0.174,0.203,0.03538,0.32248,0.0551,0.0464,0.32248,0.0841,0.08526,0.04466,0.09802,0.04524,0.04524,0.0464,0.0493,0.04118,0.03538
1061535,S-INS CATH RENART 2B,SURG,13160.32,2/6/22,3948.096,4606.112,802.77952,7317.13792,1250.2304,1052.8256,7317.13792,1908.2464,1934.56704,1013.34464,2224.09408,1026.50496,1026.50496,1052.8256,1118.6272,934.38272,802.77952
1212120,ADRENL/EPINEP 0.1MG,J0171,23.11,2/6/22,6.933,8.0885,1.40971,12.84916,2.19545,1.8488,12.84916,3.35095,3.39717,1.77947,3.90559,1.80258,1.80258,1.8488,1.96435,1.64081,1.40971
1217891,RAMIPRIL 2.5MG CAP,,0.15,2/6/22,0.045,0.0525,0.00915,0.0834,0.01425,0.012,0.0834,0.02175,0.02205,0.01155,0.02535,0.0117,0.0117,0.012,0.01275,0.01065,0.00915
1710944,PULSE OX MULTI/EXERC,94761,316.81,2/6/22,95.043,110.8835,19.32541,176.14636,30.09695,25.3448,176.14636,45.93745,46.57107,24.39437,53.54089,24.71118,24.71118,25.3448,26.92885,22.49351,19.32541
1314559,FEBRILE AGG EA AG,86000,45.47,2/6/22,13.641,15.9145,2.77367,25.28132,4.31965,3.6376,25.28132,6.59315,6.68409,3.50119,7.68443,3.54666,3.54666,3.6376,3.86495,3.22837,2.77367
1581000,EXAM SURG SPECMN CR,76098,2068.99,2/6/22,620.697,724.1465,126.20839,1150.35844,196.55405,165.5192,1150.35844,300.00355,304.14153,159.31223,349.65931,161.38122,161.38122,165.5192,175.86415,146.89829,126.20839
2811740,S-ILIAC REVAS ADD-ON,SURG,19156.53,2/6/22,5746.959,6704.7855,1168.54833,10651.03068,1819.87035,1532.5224,10651.03068,2777.69685,2816.00991,1475.05281,3237.45357,1494.20934,1494.20934,1532.5224,1628.30505,1360.11363,1168.54833
1216944,ACETAMINOPHEN 325MGS,,1.14,2/6/22,0.342,0.399,0.06954,0.63384,0.1083,0.0912,0.63384,0.1653,0.16758,0.08778,0.19266,0.08892,0.08892,0.0912,0.0969,0.08094,0.06954
1216969,ALPRAZOLAM 0.25MG TB,,0.15,2/6/22,0.045,0.0525,0.00915,0.0834,0.01425,0.012,0.0834,0.02175,0.02205,0.01155,0.02535,0.0117,0.0117,0.012,0.01275,0.01065,0.00915
1317098,MOLEC PATH LEV 8,81407,4933.35,2/6/22,1480.005,1726.6725,300.93435,2742.9426,468.66825,394.668,2742.9426,715.33575,725.20245,379.86795,833.73615,384.8013,384.8013,394.668,419.33475,350.26785,300.93435
1211367,IRINOTECAN  20MG INJ,J9206,990.46,2/6/22,297.138,346.661,60.41806,550.69576,94.0937,79.2368,550.69576,143.6167,145.59762,76.26542,167.38774,77.25588,77.25588,79.2368,84.1891,70.32266,60.41806
1331037,S-H CRYO EACH UNIT,P9012,222.22,2/6/22,66.666,77.777,13.55542,123.55432,21.1109,17.7776,123.55432,32.2219,32.66634,17.11094,37.55518,17.33316,17.33316,17.7776,18.8887,15.77762,13.55542
1641069,MRA-PELVIS WO,C8919,2304.06,2/6/22,691.218,806.421,140.54766,1281.05736,218.8857,184.3248,1281.05736,334.0887,338.69682,177.41262,389.38614,179.71668,179.71668,184.3248,195.8451,163.58826,140.54766
1314226,DHEA,82626,263.52,2/6/22,79.056,92.232,16.07472,146.51712,25.0344,21.0816,146.51712,38.2104,38.73744,20.29104,44.53488,20.55456,20.55456,21.0816,22.3992,18.70992,16.07472
1824964,WRK HAR-CND-ADHR PT,97546,392.56,2/6/22,117.768,137.396,23.94616,218.26336,37.2932,31.4048,218.26336,56.9212,57.70632,30.22712,66.34264,30.61968,30.61968,31.4048,33.3676,27.87176,23.94616
1219093,ZONISAMIDE 100MG CAP,,0.28,2/6/22,0.084,0.098,0.01708,0.15568,0.0266,0.0224,0.15568,0.0406,0.04116,0.02156,0.04732,0.02184,0.02184,0.0224,0.0238,0.01988,0.01708
7211156,MIDODRINE 10MG TAB,,0.92,2/6/22,0.276,0.322,0.05612,0.51152,0.0874,0.0736,0.51152,0.1334,0.13524,0.07084,0.15548,0.07176,0.07176,0.0736,0.0782,0.06532,0.05612
1210589,CLOBETA .05% OIN 30G,,4.01,2/6/22,1.203,1.4035,0.24461,2.22956,0.38095,0.3208,2.22956,0.58145,0.58947,0.30877,0.67769,0.31278,0.31278,0.3208,0.34085,0.28471,0.24461
2811492,S-INTROCATH VEN 2ND,36012,961.9,2/6/22,288.57,336.665,58.6759,534.8164,91.3805,76.952,534.8164,139.4755,141.3993,74.0663,162.5611,75.0282,75.0282,76.952,81.7615,68.2949,58.6759
1415506,NEURAWRAP NV PROT CM,C9353,9868.5,2/6/22,2960.55,3453.975,601.9785,5486.886,937.5075,789.48,5486.886,1430.9325,1450.6695,759.8745,1667.7765,769.743,769.743,789.48,838.8225,700.6635,601.9785
2811907,US-PLV PRG 14 WKS AD,76802,377.65,2/6/22,113.295,132.1775,23.03665,209.9734,35.87675,30.212,209.9734,54.75925,55.51455,29.07905,63.82285,29.4567,29.4567,30.212,32.10025,26.81315,23.03665
7210879,METHSCOPOL 2.5MG TAB,,1.39,2/6/22,0.417,0.4865,0.08479,0.77284,0.13205,0.1112,0.77284,0.20155,0.20433,0.10703,0.23491,0.10842,0.10842,0.1112,0.11815,0.09869,0.08479
1217120,THIAMINE 100MG TAB,,0.16,2/6/22,0.048,0.056,0.00976,0.08896,0.0152,0.0128,0.08896,0.0232,0.02352,0.01232,0.02704,0.01248,0.01248,0.0128,0.0136,0.01136,0.00976
2811223,F18 FDG / 45 MCI,A9552,2381.6,2/6/22,714.48,833.56,145.2776,1324.1696,226.252,190.528,1324.1696,345.332,350.0952,183.3832,402.4904,185.7648,185.7648,190.528,202.436,169.0936,145.2776
1414251,CATH THRMB/EMBOL 3,C1757,20630.78,2/6/22,6189.234,7220.773,1258.47758,11470.71368,1959.9241,1650.4624,11470.71368,2991.4631,3032.72466,1588.57006,3486.60182,1609.20084,1609.20084,1650.4624,1753.6163,1464.78538,1258.47758
1214180,PURAPLY SQ CM,Q4195,926.13,2/6/22,277.839,324.1455,56.49393,514.92828,87.98235,74.0904,514.92828,134.28885,136.14111,71.31201,156.51597,72.23814,72.23814,74.0904,78.72105,65.75523,56.49393
2811448,S-DRNG CATH CHANGE,SURG,6862.85,2/6/22,2058.855,2401.9975,418.63385,3815.7446,651.97075,549.028,3815.7446,995.11325,1008.83895,528.43945,1159.82165,535.3023,535.3023,549.028,583.34225,487.26235,418.63385
1510107,RT-RAD TX SIMU COMP,77290,1484.27,2/6/22,445.281,519.4945,90.54047,825.25412,141.00565,118.7416,825.25412,215.21915,218.18769,114.28879,250.84163,115.77306,115.77306,118.7416,126.16295,105.38317,90.54047
1210638,DIGOXIN 50MCG/ML 5ML,,6.16,2/6/22,1.848,2.156,0.37576,3.42496,0.5852,0.4928,3.42496,0.8932,0.90552,0.47432,1.04104,0.48048,0.48048,0.4928,0.5236,0.43736,0.37576
2811607,S-INS PLEURAL CATH,SURG,12697.77,2/6/22,3809.331,4444.2195,774.56397,7059.96012,1206.28815,1015.8216,7059.96012,1841.17665,1866.57219,977.72829,2145.92313,990.42606,990.42606,1015.8216,1079.31045,901.54167,774.56397
1610016,HE-SKULL LIMITED DR,70250,887.6,2/6/22,266.28,310.66,54.1436,493.5056,84.322,71.008,493.5056,128.702,130.4772,68.3452,150.0044,69.2328,69.2328,71.008,75.446,63.0196,54.1436
1219891,VITAMIN A&D OIN 454G,,11.1,2/6/22,3.33,3.885,0.6771,6.1716,1.0545,0.888,6.1716,1.6095,1.6317,0.8547,1.8759,0.8658,0.8658,0.888,0.9435,0.7881,0.6771
1061563,IC-RETRIEVAL CATHETE,37197,12944.33,2/6/22,3883.299,4530.5155,789.60413,7197.04748,1229.71135,1035.5464,7197.04748,1876.92785,1902.81651,996.71341,2187.59177,1009.65774,1009.65774,1035.5464,1100.26805,919.04743,789.60413
1641036,MR-BREAST UNI WWO,C8905,6223.2,2/6/22,1866.96,2178.12,379.6152,3460.0992,591.204,497.856,3460.0992,902.364,914.8104,479.1864,1051.7208,485.4096,485.4096,497.856,528.972,441.8472,379.6152
135110,R&B M/S PRIVATE,,1406,2/6/22,421.8,492.1,85.766,781.736,133.57,112.48,781.736,203.87,206.682,108.262,237.614,109.668,109.668,112.48,119.51,99.826,85.766
1210225,LEVOFLOXAC 250MG INJ,J1956,217.19,2/6/22,65.157,76.0165,13.24859,120.75764,20.63305,17.3752,120.75764,31.49255,31.92693,16.72363,36.70511,16.94082,16.94082,17.3752,18.46115,15.42049,13.24859
1050028,US-TRNSCRAN DOP LTD,93888,883.85,2/6/22,265.155,309.3475,53.91485,491.4206,83.96575,70.708,491.4206,128.15825,129.92595,68.05645,149.37065,68.9403,68.9403,70.708,75.12725,62.75335,53.91485
2811777,S-NON-ROUT DRAW GRT3,36410,23.98,2/6/22,7.194,8.393,1.46278,13.33288,2.2781,1.9184,13.33288,3.4771,3.52506,1.84646,4.05262,1.87044,1.87044,1.9184,2.0383,1.70258,1.46278
1211038,MIDAZOL HCL 1MG INJ,J2250,112.43,2/6/22,33.729,39.3505,6.85823,62.51108,10.68085,8.9944,62.51108,16.30235,16.52721,8.65711,19.00067,8.76954,8.76954,8.9944,9.55655,7.98253,6.85823
2811228,XE133 XENON 10MCI,A9558,2122.43,2/6/22,636.729,742.8505,129.46823,1180.07108,201.63085,169.7944,1180.07108,307.75235,311.99721,163.42711,358.69067,165.54954,165.54954,169.7944,180.40655,150.69253,129.46823
1061566,IC-PRQ DE CR STNT AR,C9602,55560.23,2/6/22,16668.069,19446.0805,3389.17403,30891.48788,5278.22185,4444.8184,30891.48788,8056.23335,8167.35381,4278.13771,9389.67887,4333.69794,4333.69794,4444.8184,4722.61955,3944.77633,3389.17403
2811398,S-INS TU CVC WOPU O5,36558,10107.78,2/6/22,3032.334,3537.723,616.57458,5619.92568,960.2391,808.6224,5619.92568,1465.6281,1485.84366,778.29906,1708.21482,788.40684,788.40684,808.6224,859.1613,717.65238,616.57458
1315077,SODIUM OTHER SOURCE,84302,31.48,2/6/22,9.444,11.018,1.92028,17.50288,2.9906,2.5184,17.50288,4.5646,4.62756,2.42396,5.32012,2.45544,2.45544,2.5184,2.6758,2.23508,1.92028
1641089,MR-UPPER JNT BIL WO,73221,5420.71,2/6/22,1626.213,1897.2485,330.66331,3013.91476,514.96745,433.6568,3013.91476,786.00295,796.84437,417.39467,916.09999,422.81538,422.81538,433.6568,460.76035,384.87041,330.66331
2811249,TC99M AEROSOL 75 MCI,A9567,1849.23,2/6/22,554.769,647.2305,112.80303,1028.17188,175.67685,147.9384,1028.17188,268.13835,271.83681,142.39071,312.51987,144.23994,144.23994,147.9384,157.18455,131.29533,112.80303
2070224,PROC WND CARE INTERM,SURG,2059.38,2/6/22,617.814,720.783,125.62218,1145.01528,195.6411,164.7504,1145.01528,298.6101,302.72886,158.57226,348.03522,160.63164,160.63164,164.7504,175.0473,146.21598,125.62218
1331052,S-H RBC IRRAD,P9038,1060.33,2/6/22,318.099,371.1155,64.68013,589.54348,100.73135,84.8264,589.54348,153.74785,155.86851,81.64541,179.19577,82.70574,82.70574,84.8264,90.12805,75.28343,64.68013
2811494,S-INTROCATH R L PULM,36014,1042.55,2/6/22,312.765,364.8925,63.59555,579.6578,99.04225,83.404,579.6578,151.16975,153.25485,80.27635,176.19095,81.3189,81.3189,83.404,88.61675,74.02105,63.59555
1061575,S-TRNCTH THRM ART VN,SURG,10032.82,2/6/22,3009.846,3511.487,612.00202,5578.24792,953.1179,802.6256,5578.24792,1454.7589,1474.82454,772.52714,1695.54658,782.55996,782.55996,802.6256,852.7897,712.33022,612.00202
1314307,HEMOGLOBIN ELECTRO,83020,38.61,2/6/22,11.583,13.5135,2.35521,21.46716,3.66795,3.0888,21.46716,5.59845,5.67567,2.97297,6.52509,3.01158,3.01158,3.0888,3.28185,2.74131,2.35521
2811940,CT-FNA W IMG ADD LES,MANUL,4867.94,2/6/22,1460.382,1703.779,296.94434,2706.57464,462.4543,389.4352,2706.57464,705.8513,715.58718,374.83138,822.68186,379.69932,379.69932,389.4352,413.7749,345.62374,296.94434
7211882,MYCOPHE MOF 250MG PO,J7517,1.12,2/6/22,0.336,0.392,0.06832,0.62272,0.1064,0.0896,0.62272,0.1624,0.16464,0.08624,0.18928,0.08736,0.08736,0.0896,0.0952,0.07952,0.06832
1314297,FOLLICLE STIM HORM,83001,136.42,2/6/22,40.926,47.747,8.32162,75.84952,12.9599,10.9136,75.84952,19.7809,20.05374,10.50434,23.05498,10.64076,10.64076,10.9136,11.5957,9.68582,8.32162
1315091,PROT TOTL RANDOM URI,84156,111.94,2/6/22,33.582,39.179,6.82834,62.23864,10.6343,8.9552,62.23864,16.2313,16.45518,8.61938,18.91786,8.73132,8.73132,8.9552,9.5149,7.94774,6.82834
1691197,IR-TRNSCTH THROM ART,SURG,4341.33,2/6/22,1302.399,1519.4655,264.82113,2413.77948,412.42635,347.3064,2413.77948,629.49285,638.17551,334.28241,733.68477,338.62374,338.62374,347.3064,369.01305,308.23443,264.82113
7211899,DACARBAZINE 100MG,J9130,183.31,2/6/22,54.993,64.1585,11.18191,101.92036,17.41445,14.6648,101.92036,26.57995,26.94657,14.11487,30.97939,14.29818,14.29818,14.6648,15.58135,13.01501,11.18191
7210751,MYCOPHENOLA 500MG IJ,,1598.95,2/6/22,479.685,559.6325,97.53595,889.0162,151.90025,127.916,889.0162,231.84775,235.04565,123.11915,270.22255,124.7181,124.7181,127.916,135.91075,113.52545,97.53595
1221074,AMINO ACID 10% 500ML,,234.1,2/6/22,70.23,81.935,14.2801,130.1596,22.2395,18.728,130.1596,33.9445,34.4127,18.0257,39.5629,18.2598,18.2598,18.728,19.8985,16.6211,14.2801
1610054,IR-DISKOGRAPHY LUMB,72295,16787.04,2/6/22,5036.112,5875.464,1024.00944,9333.59424,1594.7688,1342.9632,9333.59424,2434.1208,2467.69488,1292.60208,2837.00976,1309.38912,1309.38912,1342.9632,1426.8984,1191.87984,1024.00944
1218319,SULFA-TMP 800-160 TB,,0.29,2/6/22,0.087,0.1015,0.01769,0.16124,0.02755,0.0232,0.16124,0.04205,0.04263,0.02233,0.04901,0.02262,0.02262,0.0232,0.02465,0.02059,0.01769
1212349,LEVOTHYROX 100MCG IV,,644.44,2/6/22,193.332,225.554,39.31084,358.30864,61.2218,51.5552,358.30864,93.4438,94.73268,49.62188,108.91036,50.26632,50.26632,51.5552,54.7774,45.75524,39.31084
1061243,"IC-IVUS, ADDL",92979,2003.59,2/6/22,601.077,701.2565,122.21899,1113.99604,190.34105,160.2872,1113.99604,290.52055,294.52773,154.27643,338.60671,156.28002,156.28002,160.2872,170.30515,142.25489,122.21899
2891739,BIOTINIDASE,82261,18.02,2/6/22,5.406,6.307,1.09922,10.01912,1.7119,1.4416,10.01912,2.6129,2.64894,1.38754,3.04538,1.40556,1.40556,1.4416,1.5317,1.27942,1.09922
1218318,SULFACETA 10%OS 15ML,,7.08,2/6/22,2.124,2.478,0.43188,3.93648,0.6726,0.5664,3.93648,1.0266,1.04076,0.54516,1.19652,0.55224,0.55224,0.5664,0.6018,0.50268,0.43188
1414403,CATH-INFUS PERIF 4,C1751,5905.94,2/6/22,1771.782,2067.079,360.26234,3283.70264,561.0643,472.4752,3283.70264,856.3613,868.17318,454.75738,998.10386,460.66332,460.66332,472.4752,502.0049,419.32174,360.26234
1630024,CT-PERITONEAL LAVAGE,49084,2950.5,2/6/22,885.15,1032.675,179.9805,1640.478,280.2975,236.04,1640.478,427.8225,433.7235,227.1885,498.6345,230.139,230.139,236.04,250.7925,209.4855,179.9805
1414480,CONN TISSUE HUMAN 6,C1762,73684.88,2/6/22,22105.464,25789.708,4494.77768,40968.79328,7000.0636,5894.7904,40968.79328,10684.3076,10831.67736,5673.73576,12452.74472,5747.42064,5747.42064,5894.7904,6263.2148,5231.62648,4494.77768
1411006,BONE GROW STIM IMPL2,E0749,34467.38,2/6/22,10340.214,12063.583,2102.51018,19163.86328,3274.4011,2757.3904,19163.86328,4997.7701,5066.70486,2653.98826,5824.98722,2688.45564,2688.45564,2757.3904,2929.7273,2447.18398,2102.51018
1522013,LEVEL 3 EP,G0463,1488.2,2/6/22,446.46,520.87,90.7802,827.4392,141.379,119.056,827.4392,215.789,218.7654,114.5914,251.5058,116.0796,116.0796,119.056,126.497,105.6622,90.7802
1314832,THROMBOPLASTIN INHIB,85705,103.77,2/6/22,31.131,36.3195,6.32997,57.69612,9.85815,8.3016,57.69612,15.04665,15.25419,7.99029,17.53713,8.09406,8.09406,8.3016,8.82045,7.36767,6.32997
1316600,PRS DRG IA ANAZ,80307,376.62,2/6/22,112.986,131.817,22.97382,209.40072,35.7789,30.1296,209.40072,54.6099,55.36314,28.99974,63.64878,29.37636,29.37636,30.1296,32.0127,26.74002,22.97382
1815006,AP LNG LEG SPLNT PTA,29505,551.77,2/6/22,165.531,193.1195,33.65797,306.78412,52.41815,44.1416,306.78412,80.00665,81.11019,42.48629,93.24913,43.03806,43.03806,44.1416,46.90045,39.17567,33.65797
1854987,OT EVAL-HGH CMP COTA,97167,469.9,2/6/22,140.97,164.465,28.6639,261.2644,44.6405,37.592,261.2644,68.1355,69.0753,36.1823,79.4131,36.6522,36.6522,37.592,39.9415,33.3629,28.6639
1316422,HEXAGONAL PHOSPHOLIP,85598,163.24,2/6/22,48.972,57.134,9.95764,90.76144,15.5078,13.0592,90.76144,23.6698,23.99628,12.56948,27.58756,12.73272,12.73272,13.0592,13.8754,11.59004,9.95764
7210779,METRONIDAZ.75%GL 45G,,14.96,2/6/22,4.488,5.236,0.91256,8.31776,1.4212,1.1968,8.31776,2.1692,2.19912,1.15192,2.52824,1.16688,1.16688,1.1968,1.2716,1.06216,0.91256
1213858,GRAFIX PRIME SQ CM,Q4133,660.82,2/6/22,198.246,231.287,40.31002,367.41592,62.7779,52.8656,367.41592,95.8189,97.14054,50.88314,111.67858,51.54396,51.54396,52.8656,56.1697,46.91822,40.31002
7212168,HYOSCYAMIN .25MG INJ,J1980,408.2,2/6/22,122.46,142.87,24.9002,226.9592,38.779,32.656,226.9592,59.189,60.0054,31.4314,68.9858,31.8396,31.8396,32.656,34.697,28.9822,24.9002
